subject,horizon,condition,A,B,sigma
47,1,unequal,2.9541963382896346,-0.6314159862212791,9.150870720067122
47,6,unequal,0.10858529455446596,-1.3965967833253472,26.19294373760624
48,1,equal,-3.7981260410562623,-2.7045157075463497,17.450770463813438
48,6,unequal,-0.7824561246805899,-1.6004221131928946,13.548313033710208
49,1,unequal,-4.48001589226865,-2.913802137379446,13.197039360257254
49,6,unequal,-3.315930499549486,-2.3695776466747995,21.276948632080124
50,1,equal,2.421187663512164,-0.9440330034667971,12.061567913566362
50,6,unequal,1.6613685889458363,-1.1066697972379944,13.885333283171857
51,1,unequal,0.08481176795842629,-1.393643684504694,0.8597152869339544
51,6,unequal,-1.7522754592629846,-2.0511854648331362,4.083602483690434
52,1,equal,8.816880698097952,1.3961649193247612,7.004776585493886
52,6,unequal,3.1657607361666753,-0.5054450155151251,6.594810886066569
53,1,equal,5.306438374957974,0.19305937483535554,5.231883993554432
53,6,unequal,16.50722199053346,4.18751317964849,30.569663757769955
54,1,equal,9.724647167346069,1.690939646952181,7.790696061649536
54,6,unequal,-0.7649211477698105,-1.7574116312016266,9.536983167825227
55,1,equal,-4.390587190933152,-2.890329043195884,18.835708239752496
55,6,equal,10.430114776416623,4.820998754316887,49.99999999999999
56,1,equal,0.3343637369689305,-1.4146077298219628,8.150937295216805
56,6,unequal,5.814245883091422,0.2719391757962671,19.036981443981155
57,1,equal,10.71205010299705,2.078991402011867,18.05849624748173
57,6,equal,-5.16976088816952,-3.1185623669153237,16.586111386868076
58,1,equal,-1.9836617368932825,-2.1478566712832996,45.49391734350686
58,6,unequal,25.65632151167273,8.672355203400565,49.99999999997705
59,1,unequal,-0.6311300375616613,-1.703685536068277,4.153426620494791
59,6,equal,-0.07511686087898418,-1.5858339062508588,8.701249024752663
60,1,unequal,0.5223885554688497,-1.3958738594927185,5.6295438686093435
60,6,equal,7.337930929329689,-4.415202395746071,20.63872514321339
61,1,equal,52.66143117903133,17.332219303294963,49.99999999965904
61,6,unequal,30.602682353338558,9.291740957184853,25.779389966857618
62,1,equal,1.0625592359979619,-1.176238485524001,2.1080153851117
62,6,unequal,1.8401079616807905,-0.9462611843057429,1.1953007648312066
63,1,equal,1.0454987556100506,-1.1843311541977235,4.010681606278798
63,6,unequal,0.37304726416936973,-1.341041098361891,1.6876800686935844
64,1,equal,0.31177989759058533,-1.4469008605249827,10.228565743829558
64,6,unequal,-1.9360321875785185,-2.183779995751906,15.809311668926613
65,1,equal,4.078582811882338,-0.2844781591571777,16.966512267283765
65,6,unequal,8.566727474656108,1.3159278214772978,14.58631066877388
66,1,equal,-2.4653234673814763,-2.3092106899242784,9.958942862369277
66,6,unequal,18.54900472286676,4.942590831236623,18.653148281086555
67,1,equal,3.5989896775338983,-0.8608521334435992,7.904109414884867
67,6,unequal,3.970165188105259,-0.13992140777077489,8.072471552097461
68,1,equal,-2.158510098685865,-2.2340938317015566,28.24540948086519
68,6,unequal,6.636561807487847,0.5975182005440783,22.87736217138185
69,1,unequal,-19.312820028048446,-6.2320182303585225,49.99999999872888
69,6,unequal,-21.77076772558475,-8.233097300872592,49.99999999938422
70,1,equal,7.6024178701637,6.806049959581176,49.99999999999999
70,6,unequal,11.297972995839336,4.751865923700053,49.99999999999999
71,1,equal,-1.2439145784663936,-1.812547748764934,3.0954275052861013
71,6,unequal,-0.024019736017063427,-1.5217593922195851,3.8209922003391417
72,1,equal,-59.99999999823407,-19.999999999456634,46.90322024375521
72,6,unequal,0.25027979619860774,-3.003646911562138,49.99999999999999
73,1,equal,0.4011531606261821,-1.3922301797328511,1.45176160589884
73,6,unequal,1.1993220568916814,-1.0984091410450134,4.161240970733376
74,1,equal,1.9783774101452105,-0.8105280771011837,3.436795462136882
74,6,unequal,4.069935879868914,-0.2929154566520176,7.888100951770804
75,1,equal,12.35196909833822,2.7671354734282616,49.9999999999586
75,6,unequal,27.897622234886487,7.263539630707462,49.999999999999616
76,1,equal,-0.42880016767837276,-0.6724440919892277,1.32177063013041
76,6,unequal,6.265509281293441,0.45886099793513074,7.19136491620477
77,1,equal,-1.972648631123296,-2.0344433661926065,0.10000000000000067
77,6,unequal,0.33006963926161864,-1.465717753781573,6.155584451127973
78,1,equal,0.23828717970296268,-1.2083454020545588,41.06624287983991
78,6,unequal,7.1694229135130225,5.504076858742707,37.05950340264996
79,1,equal,10.265142056658409,1.9056721022934884,20.767944809977504
79,6,unequal,18.74117319533975,5.062887617677115,24.659022802935393
80,1,equal,0.10084490378859369,-1.462180650520038,1.9211773098273806
80,6,unequal,-0.3874876286666613,-1.5863128753362195,3.600378696136971
81,1,unequal,0.7915806420075516,-1.296228752389437,4.789800850827581
81,6,unequal,-1.182396604875279,-1.8717081629839651,7.6552894201712585
82,1,unequal,5.076334005080802,0.018635746679253246,15.65889700060616
82,6,unequal,-15.95815357853067,-6.443463079098851,43.37045317831722
83,1,unequal,2.1770038511253818,-0.8693781454214167,3.1896698806732084
83,6,unequal,2.3847266034449066,-0.9653912857262381,5.738163905078888
84,1,equal,-0.7921680429725719,-1.7460458786812145,5.6468258786151875
84,6,equal,29.989995678635573,4.523389727357772,49.99999999999999
85,1,equal,3.286686495376392,-0.47034404174144817,8.835093798663834
85,6,equal,-2.000758489743521,-2.3088564129791074,17.685584439258175
86,1,equal,19.512663615411967,7.822401828948795,49.99999999999999
86,6,equal,-9.145597069857867,-4.343406008689166,49.99999999997853
87,1,equal,-0.24892666252881995,-1.5963352767429344,3.25357375577472
87,6,unequal,0.07669765523675062,-1.4826903085163474,5.594888438621914
88,1,equal,2.5322802265133824,-0.9090856870888351,18.365753462113357
88,6,unequal,-9.551202092748154,-4.454775442257408,20.01132523661614
89,1,equal,5.563351271450197,0.285097800579972,9.435979408432686
89,6,unequal,12.621932119971154,2.753114207074122,19.26563878479512
90,1,equal,-9.054031387417785,-4.325360857543835,14.575196978412341
90,6,unequal,-5.608790483668251,-3.258662237562325,21.859582177858197
91,1,equal,0.9249606695524653,-1.2509955659418535,2.359138467828815
91,6,unequal,-0.25011747853256355,-1.4842934867053041,2.1128552833202696
92,1,equal,-0.8414003357310073,-1.740986201815171,5.283209407439007
92,6,unequal,3.0785528121867936,-0.5649640371900994,4.0810286309446395
93,1,equal,34.21957915797583,10.619775427788698,49.99999999999025
93,6,unequal,56.88605060625313,18.90442523212015,47.72546165745437
94,1,equal,13.107864883440362,2.0942565538706432,49.99999999999999
94,6,unequal,-16.40948665354128,-6.7195548161541625,47.09327811691428
95,1,equal,-2.5925376240872477,-2.245780438777773,4.032504174953152
95,6,unequal,-3.358516101221978,-2.558068904134029,13.154742360067031
96,1,equal,3.975070549386015,-0.33947470632071775,5.823322871342481
96,6,unequal,0.11665865960500714,-1.4677390599810116,1.0441629410502775
97,1,equal,-1.622250208266685,-2.019690032054088,6.071245006565082
97,6,unequal,1.591993580373097,-1.0390373303054035,6.527324864985755
98,1,equal,0.6716838556398976,-0.9516089922635982,49.99999999999752
98,6,unequal,10.376706059921089,2.020221070113584,49.99999999997835
99,1,equal,17.39484133626832,3.9734489366413874,49.99999999987087
99,6,unequal,6.482823931681584,0.5410399126988176,13.70217556333221
100,1,equal,0.6375827615345032,-1.2338856014609723,1.6986330350642966
100,6,unequal,-3.817438804608119,1.9872813235513598,0.12993580096468701
101,1,unequal,0.6264646796296538,-1.2682766599624424,0.7975628298556875
101,6,unequal,2.3377471900794067,-0.8345064430014525,6.157744623278558
102,1,equal,11.824944829713075,2.4817985369555013,36.502618286131124
102,6,unequal,40.868504953805214,13.036672922680866,49.99999999999999
103,1,equal,-4.003393159688528,-2.769903036105808,15.238977365644223
103,6,unequal,-0.5770623803814228,-1.6925963822246255,49.999999999951584
104,1,equal,-12.486999601293277,9.10264284768463,49.99999999999999
104,6,unequal,9.626363996941194,6.1168584286336785,49.99999999999999
105,1,equal,1.5388066588653277,-0.9728179090653478,4.098099018719028
105,6,unequal,-1.923286006489711,-2.1380280984949294,4.544273922214693
106,1,equal,-2.95287984380841,-2.414295234128901,5.671498885528975
106,6,unequal,-0.7697440653014629,-1.9739532895320926,5.6700246824621985
107,1,equal,-59.999997627067806,-19.999999269867423,49.99999999993158
107,6,unequal,-56.16581031623918,-18.809041655645803,49.99999999999999
108,1,unequal,2.6471811363221587,-0.824056067411048,27.224385656400035
108,6,unequal,6.147431279935575,0.42063147726624284,34.07920808951675
109,1,equal,-3.3926021947194087,-2.43450999972365,27.862777506621192
109,6,unequal,-5.855960347952683,-3.339409174256477,40.209721678105595
110,1,equal,6.622936400323415,0.5802122840006653,24.446688026462752
110,6,unequal,5.053950853052754,0.13665497363042925,22.737481653974
111,1,equal,-1.2738264652575124,-1.8501277075531508,2.6427899126870367
111,6,unequal,2.7891060219614032,-0.6747281981879238,7.009985142567108
112,1,equal,4.352529019255576,-0.19544087678611322,16.94186399572476
112,6,unequal,25.904245235656724,8.21562427553082,49.99999999999999
113,1,equal,4.725463760147754,-0.025518053715241337,5.941938229240761
113,6,unequal,5.633285341128891,0.21275492523000372,11.523513608113783
114,1,equal,3.7145145003267435,-0.32859321738662456,7.358803559504785
114,6,unequal,1.8292996849314458,-0.9160552354000429,10.99057805528563
115,1,equal,-3.195458318103498,-0.501150284980826,49.99999999999999
115,6,unequal,-7.67599099844985,1.083349380469198,49.99999999999999
116,1,equal,3.869707754534062,-0.3432050868663046,5.216904410712862
116,6,unequal,0.8376878157800681,-1.2186064178101086,1.9562674714062096
117,1,equal,2.2001470296630834,-0.808441815409258,1.497647421278118
117,6,unequal,0.3682398840973472,-1.4492355913344126,6.006640150239027
118,1,equal,-21.096711701398146,2.5338290549664486,49.99999999999999
118,6,unequal,-28.596533499746158,-10.339948552809801,49.99999999955925
119,1,equal,-0.3603488244727608,-1.5282879669332385,1.899344102716358
119,6,unequal,2.644394715365773,-0.6046606885797445,3.792743199601629
120,1,equal,-1.8044530817163495,-1.9909485261302033,0.10000000000000002
120,6,unequal,-0.9303276938119989,-1.7365466781217813,2.505870454959094
121,1,equal,3.3689997716477453,-0.49250691832011756,5.061531471231913
121,6,unequal,-0.16385810789685254,-1.6966362470863836,11.526172189458421
122,1,equal,4.4754669772263815,-0.01860547884675709,11.356749617091339
122,6,unequal,0.9605930843131234,-0.41861336876522603,29.74145240238682
123,1,equal,19.973353346259398,5.3800723739449,49.99999999992444
123,6,unequal,29.61560287907892,8.99268369337432,49.99999999999562
124,1,equal,0.9420472730666947,-1.3208374417586706,4.852720041339089
124,6,unequal,1.0038684563694074,-1.311609205181071,8.740189341543546
125,1,equal,-0.5662009019371287,-1.612812851504594,0.727486287363147
125,6,unequal,0.4537622730460529,-1.3742676549868669,3.0942289604539814
126,1,equal,-1.6669520122630337,-2.0560621798380114,5.842418967971498
126,6,unequal,9.729865860854098,1.7138530862886028,12.089599331997709
127,1,equal,0.3819917815199873,-1.3978380414732956,3.983389769281819
127,6,unequal,-3.2963939444121957,-2.552276999942363,10.093737799653656
128,1,equal,-1.241012032755288,-1.8481385721267087,2.001079220563953
128,6,unequal,-1.6258177299931817,-1.9757564117015625,1.085025349399229
129,1,equal,0.4932242761945904,-1.2614075143888845,1.4521478454602508
129,6,unequal,3.1049332772270857,-0.4033028763488577,2.818708605600898
130,1,equal,-19.0919520680257,-7.384660643871097,49.999999999999844
130,6,unequal,-1.6480832843152677,-2.0311926941359637,31.814754419871093
131,1,unequal,0.4716053159625125,-1.3427432555699623,0.10000000000000002
131,6,unequal,2.224938948537392,-0.6021486741951361,17.346148591769932
132,1,equal,3.042183662305062,-0.6055693093878686,7.688155638772045
132,6,unequal,3.5517836879200884,-0.5309402038545398,10.160732368062423
133,1,equal,1.2410364241760592,-1.0718482802195062,1.4250154200259157
133,6,unequal,1.262746422942118,-1.0627710873733887,2.213977500822569
134,1,equal,0.03787073657413028,-1.511645991482047,1.391950662574423
134,6,unequal,9.199859822641358,1.5341470427971982,11.763281664399862
135,1,equal,1.1272232158065005,-1.196698255154131,3.626274363656795
135,6,unequal,4.3312884268575305,-0.13678811118476564,5.313889998544228
136,1,unequal,0.7570501363781116,-1.1869362223058264,2.4548866760895107
136,6,unequal,2.5936466046031788,-0.6166993362590478,0.7230021028005443
137,1,unequal,-13.005364504707632,-5.5394870366712,12.462165339067962
137,6,unequal,-13.84734464905938,-5.7657978208663865,10.990655598766038
138,1,unequal,-1.7174994995113833,-1.3107893515968985,48.30720606261808
138,6,equal,-32.883318159206745,-11.657208238779559,49.999999999781515
139,1,equal,1.9352768231152195,-0.8808402925377641,2.655964279753555
139,6,equal,1.4845797460108903,-1.3991903003784991,12.532289050065744
140,1,equal,-5.050847074234824,-2.4309850341849084,49.99999999998706
140,6,unequal,12.446101689527332,2.439297947134691,49.99999999996197
141,1,unequal,-5.608603996543463,-3.207496550429018,6.241046887364096
141,6,unequal,-4.0853634436817865,-3.0907358687142734,9.424038386415091
142,1,equal,-2.9663744677466166,-2.4352594415028834,3.528252424868236
142,6,equal,46.80604153199572,-0.6115854885701637,49.9999999999995
143,1,unequal,7.642344714833285,0.9864326687821792,4.76314126731554
143,6,unequal,4.05407389078817,-0.2434286541572348,23.676289416186332
144,1,equal,1.7825020001828642,-0.8103471803403669,0.5850492416558203
144,6,unequal,17.00076121624411,4.180395538279953,26.811665960203957
145,1,unequal,-0.2247066791944115,-1.4944220498773266,2.417802409885305
145,6,unequal,-1.8235137934848582,-2.022651159722656,4.177777473436303
146,1,equal,-0.44091561788176764,-1.6044126811038875,5.574493971027806
146,6,unequal,19.14579147081186,5.554359163938185,49.99999999999769
147,1,unequal,1.1181398415290054,-0.9964906106459422,1.6295877965232273
147,6,unequal,4.168464516739547,-0.3609190298499982,9.20343929712948
148,1,unequal,-11.642293111588684,-5.11011433739953,11.178685332173202
148,6,equal,-8.318786309226553,-4.093980375512836,11.118509666121208
149,1,equal,-2.366644913012067,-2.266265172913317,9.022871611836399
149,6,unequal,-14.069246883643496,-5.867617361656479,31.286044975304474
150,1,equal,3.565507854669798,-0.4638323689248945,8.748471580387317
150,6,equal,4.744741290195868,-0.13978553270179186,9.180750255686148
151,1,equal,-0.7051401574529101,-1.5563645583750407,0.8478556436162555
151,6,equal,3.3492454894351944,-0.5318011701826926,3.322824847416631
152,1,equal,3.3665776442407096,-0.42780693529601177,2.101900055751114
152,6,unequal,7.004274734114999,0.7283777940415663,6.63334811519763
153,1,unequal,-0.10067715101204455,-1.5437592021378652,4.91473478028189
153,6,unequal,-7.781352189943122,-1.278134572265331,49.99999999999999
154,1,equal,-2.8120767077589983,-2.392067754133704,10.185581167072465
154,6,equal,0.4723391812123318,-1.3944461656860163,8.08526975124976
155,1,unequal,2.3812721565074444,-0.7834685062110339,3.4907859130846814
155,6,equal,6.015647300938749,0.2817671912999757,17.00670697671718
156,1,equal,-1.4696845268082406,-1.9109975838317004,5.169308464284122
156,6,unequal,-12.032306037263265,-5.23987999776226,13.159796919709786
157,1,equal,-2.3296978360279432,-2.2355487493158477,4.819139181805588
157,6,equal,1.543532525649663,-1.0406914001277117,11.045614064478798
158,1,unequal,-0.605310523409069,-1.6524013705811664,2.4492235123899184
158,6,unequal,-2.683337520694583,-2.3327517565320592,6.0322542715767264
159,1,unequal,18.558722826239187,5.400217354296585,49.99999999999999
159,6,unequal,14.008164031299364,1.0538879798289684,49.99999999999457
160,1,equal,-1.1700129980005187,-1.7754290911730695,3.7478069527144746
160,6,equal,2.585575777275964,-0.6834709649686944,5.110979923405372
161,1,unequal,-8.937865351264817,-4.27875364210139,17.989351349171294
161,6,equal,-5.0993182553373115,-3.1099304365840275,13.067898075382145
162,1,equal,-1.473301302449598,-1.9410567539022217,4.348204292855648
162,6,equal,13.39123111072578,3.0735686229314556,20.122312702930557
163,1,equal,-1.1679500788975894,-1.8078750613321026,1.0160108460452806
163,6,unequal,9.14315895940794,1.5208254451638932,7.498379117761512
164,1,equal,-10.50300431509594,-15.700007160831635,49.99999999999999
164,6,unequal,-4.70555396389779,-3.031782338918587,36.21232381093779
165,1,unequal,0.8138777550696151,-1.2283924911815527,0.27088802019101865
165,6,equal,4.035037128010498,-0.2680988437759953,3.8438857241549593
166,1,unequal,6.051598833082925,0.36047034158444174,9.383330694943531
166,6,unequal,5.250249457596339,0.16651191259867779,7.332383853303087
167,1,unequal,-12.70210933218967,-5.385095035666789,25.680558604658152
167,6,unequal,-3.69649532900897,-2.6670683587664943,11.173863778486302
168,1,unequal,4.922212151620583,0.04359853013011352,16.485734326884653
168,6,equal,-40.42518910837655,-13.979347400252273,49.99999999999959
169,1,equal,0.35338263869584646,-1.3372740467821331,3.292270008002764
169,6,equal,2.593260504021385,-0.7852407359108637,10.196161119133043
170,1,unequal,-0.2159247686628236,-1.639404221460891,3.096188413000087
170,6,unequal,0.13535397140877894,-1.3421239405946435,6.897264402350996
171,1,unequal,-4.153103692868463,-2.845904576406835,35.96492183678628
171,6,unequal,-1.6236401265198914,14.416804424528038,49.99999999999999
172,1,equal,5.530184534458024,0.2258310152064652,3.297594224084749
172,6,unequal,3.000183652615117,-0.48486794290546387,0.6690733004391004
173,1,equal,1.8805401596151725,-0.8502228422388675,1.3347022772224812
173,6,equal,4.326666254084639,-0.20584213962085832,2.1715492040927877
174,1,equal,0.3565400805534011,-1.1899406644399564,0.10000000000000002
174,6,equal,2.6774534216759345,-0.5106260894549105,0.10000000000000002
175,1,equal,-0.3886618400865945,-1.6494985871128882,0.9218649431694704
175,6,unequal,1.6586805069364785,-0.9816036029958052,4.476524117088316
176,1,equal,-1.070434651718407,-1.8873744472560103,4.558483642411284
176,6,equal,11.92749507766734,2.523041368498961,11.078938529319146
177,1,equal,0.5107252466393293,-1.3190512893203026,8.268143535292285
177,6,unequal,0.3536209054087182,-1.4433609101266645,7.486229965842553
178,1,unequal,-1.5132794348866503,-1.98288406033772,7.455723196663198
178,6,unequal,8.644400960212307,1.0343402691973371,38.786686963485224
179,1,unequal,1.8827497962865767,-2.011435913541633,6.096542955609861
179,6,unequal,8.10902799149825,0.026686911285301096,18.682713189831922
180,1,equal,1.0385417202625205,-1.2041401306715829,3.355089210738857
180,6,equal,2.222730376400427,-0.8444094374081538,5.364021572890823
181,1,equal,0.7261122176619076,-1.1606234022036126,0.6789173517713543
181,6,equal,8.596662936799364,1.2507140022727512,6.7619078170372475
182,1,unequal,24.461905755052662,-9.315626958411908,49.99999999999999
182,6,equal,3.6267105665836192,-0.464778763350726,20.895859945659716
183,1,unequal,0.9443435252658611,-1.186304429356135,1.959309709956649
183,6,equal,-0.20571406157655198,-1.4954421056503748,3.400363523329258
184,1,equal,-6.189583562188785,-3.4321281425758148,25.373318968450306
184,6,unequal,11.44801738916322,-12.005334783392014,49.99999999999999
185,1,unequal,2.5544367644440977,-0.6364687375809615,9.494561143343823
185,6,unequal,0.9297235046367468,-1.198346464309615,11.166415480287007
186,1,equal,-0.9130598427731955,-1.6443551085961796,0.10000000000000002
186,6,equal,1.5318486539928542,-0.9485402300824892,0.10000000000000002
187,1,unequal,-2.1602205271936494,-2.2262053932393537,10.162929171502773
187,6,equal,13.699230581938654,2.9273815382089596,49.99999999999929
188,1,equal,4.85978329762979,0.0431420289358469,0.68523744752693
188,6,unequal,6.716319513757274,0.8417834007582452,20.51563568101605
189,1,equal,1.3389847932491687,-0.8969679014004096,0.10000000000011738
189,6,unequal,6.356985403951852,0.4765444731505341,8.568882134412089
190,1,unequal,1.1550895741281602,-1.0331106292012393,0.5657627547423283
190,6,equal,2.894362861869452,-0.7063488527001535,8.22887395111657
191,1,equal,-0.4395732190979262,-1.5180815271122083,2.375275015235732
191,6,equal,3.657747960800537,-0.395281415385133,5.395323000110647
192,1,equal,1.6081268245342901,-1.0689401752687262,2.499991598373646
192,6,unequal,2.5090595015656465,-0.8910429177270153,6.961385760562638
193,1,equal,2.843198247143261,2.0999191569130145,14.356463202290794
193,6,unequal,14.427509873250688,0.4898462850098513,49.99999999999995
194,1,unequal,14.274071559133516,2.602460095704071,49.999999999922025
194,6,equal,-1.4239484480128004,-2.6965088535837944,49.99999999999999
195,1,unequal,1.4278883957065907,-1.0179225706017179,3.5442684145785606
195,6,equal,1.42642224571341,-0.60175067442829,6.008106409898352
196,1,unequal,-2.0555543488924313,-0.1027681160893994,2.4918740424108865
196,6,equal,-0.1645933302957801,-1.3235293130244061,12.180733486241644
197,1,equal,9.37350136159133,-1.1227046585605573,49.999999999990386
197,6,equal,4.365784226788709,-0.12091891462610993,22.917467346675917
198,1,unequal,-2.3580988941821124,-2.2401160054386535,7.346012182803275
198,6,equal,-0.3091837391275696,-1.6721124369118279,5.8293782419575715
199,1,unequal,-0.6316666594498402,-1.6196016410033522,0.9344263323551361
199,6,unequal,-1.6519141975645169,-1.909504285377658,1.610922409544722
200,1,unequal,-3.9845986551370305,-2.722567712386138,4.529634015724392
200,6,equal,0.44996808015603185,-1.250061287477838,19.807725520104032
201,1,equal,-5.8974357950928615,-3.3338107984803416,49.9999999999997
201,6,equal,5.854824443125354,0.031551655260039585,47.76099847654074
202,1,equal,-4.849958221671364,-3.032348777392065,24.23733277029815
202,6,equal,-29.881606419607213,-10.52831858372249,49.99999999999999
203,1,equal,3.3695185905200016,-0.3828240223827394,0.10000000000000002
203,6,equal,3.3476365963936527,-0.41210777935050635,1.4565974597311222
204,1,equal,0.93004406532888,-1.0468262964535369,0.3122705824895311
204,6,unequal,0.15408948080703022,-1.5420237461620194,4.219206808201139
