subject,horizon,condition,A,B,sigma
326,6,unequal,-3.4375719491790253,-2.551535754367875,2.1083462344321195
327,1,unequal,-2.819568093577738,-2.2708150811849133,2.054562830847423
327,6,unequal,-0.5228148734090599,-1.6684219723555007,1.5496806557323215
328,1,unequal,-0.663971837794288,0.33063753721632594,0.10003900303853226
328,6,unequal,10.108721311127699,1.8377711497172244,5.489704262309955
329,1,unequal,33.94704633359558,0.21056068471953004,49.999999999999645
329,6,unequal,11.251099056064447,2.274548689791856,37.52319089726519
330,1,unequal,-4.254956382674798,-2.8319646418823123,6.0093816094299335
330,6,unequal,-3.508682568119989,-2.5851490402661184,6.914240514806967
331,1,unequal,-0.8680303299524754,-1.7320261981751282,3.0646835525533698
331,6,unequal,2.9409569662706527,-0.47340142990098916,0.7381627156952124
332,1,unequal,-1.6363062057948765,-1.874111251889063,2.125456448876245
332,6,unequal,-5.510331699404898,-1.994275707091412,2.327741858695028
333,1,unequal,0.2524672493570639,0.24753274817411527,0.10000209207331652
333,6,unequal,4.152667100495896,-0.07928566026541624,1.704778889931956
334,1,unequal,-0.37221156324540505,-1.6456461142201682,7.116318817653667
334,6,unequal,4.39465162273291,-0.15901588023584107,1.6768787366147708
335,1,unequal,-2.229507694594782,-2.0718057097890488,1.6055397124559505
335,6,unequal,-2.8378281870123914,-2.495505168187921,0.10430890024647838
336,1,unequal,-1.4255014407849895,-1.8976200131286898,1.4910691270187761
336,6,unequal,0.4972201149738298,-1.3716412234089252,4.82810813643797
337,1,unequal,-3.1248795346821363,-2.421984295250627,2.384807590023526
337,6,unequal,-0.1086746520497576,-1.5662092553124993,6.9172516419189485
338,1,unequal,2.881054229954504,-0.2987371311387207,3.5797980938882663
338,6,unequal,0.5704853784267298,-1.3336735659451322,2.3355036155293005
339,1,unequal,-3.60482996809719,3.5797699428106027,0.1021568367802453
339,6,unequal,0.603684119840223,-1.28005084600801,4.546272545444555
340,1,unequal,0.6981932147748923,-1.2561487045909026,2.242501932162248
340,6,unequal,2.705592124461284,-0.693523701561428,7.376384950678731
341,1,unequal,2.9838790632543857,-0.6094246335007837,5.182186604836814
341,6,unequal,-1.42045288149321,-1.9730364393114346,3.7182378934284763
342,1,unequal,4.684595380776893,-0.07417629849242832,12.294766100309308
342,6,unequal,7.464923872531617,0.9338923671392991,12.054467641013474
343,1,unequal,7.107948206296325,0.7662290943299305,7.847661430899159
343,6,unequal,7.788670559864706,1.0861731670325803,6.367034364547355
344,1,unequal,-3.214579074039845,-2.372579419995839,0.7681535242243401
344,6,unequal,1.1431645266243897,-1.0058027936940916,1.8316867927894647
345,1,unequal,0.08855806434062173,-1.400288371288087,3.897966018492099
345,6,unequal,-0.5582500979502436,-1.6972011153977569,4.640132856091666
346,1,unequal,-5.734646518410082,-3.2947210301486978,3.939292731248927
346,6,unequal,8.09389262665728,1.0909748782450275,16.824223997070423
347,1,unequal,3.415402351701199,-0.29035039110198324,4.931316372646726
347,6,unequal,17.17461114513165,4.441470680395347,4.113296983956683
348,1,unequal,5.920090285349137,0.24415657286424747,8.363462943989289
348,6,unequal,2.0725125860604643,-0.7696693433747648,3.742433209769171
349,1,unequal,-11.81220130290312,-5.177291551814474,19.244002011075082
349,6,unequal,8.339936317440392,0.541267563862197,49.99999999997575
350,1,unequal,0.26397988549172635,-1.343091496051969,2.231683041710841
350,6,unequal,3.4106909671212087,-5.077357365961432,0.12307745857435348
351,1,unequal,9.913085264633358,1.8893206050263667,3.0394858602863644
351,6,unequal,29.666760032856644,8.968438842337692,13.93536469276985
352,1,unequal,-1.4159072376627948,-1.917422338687042,0.10000000000000002
352,6,unequal,-4.677766687286752,-2.9749688037375615,2.6011522419953574
353,1,unequal,1.705059033754425,-5.53839190551952,0.10021895279923282
353,6,unequal,-3.8363503513583233,-2.613509348906385,1.6737472802665792
354,1,unequal,1.2630882758085158,-1.087491486089843,1.7052132016537436
354,6,unequal,1.136760594166816,-0.9563958553959535,1.0367288801427603
355,1,unequal,-4.475987534865901,-1.1845566143128696,3.296676376810275
355,6,unequal,3.7935630842077286,-1.4247911168287264,6.9898270483933205
356,1,unequal,-2.639568125297894,0.13988463980659493,0.10015863701233788
356,6,unequal,-1.5992235709644755,-2.013487102472572,3.681941587498009
357,1,unequal,3.289492557067269,-0.49011260597852774,7.718655927933801
357,6,unequal,-5.780833710394796,-3.311419956418411,23.902343149320807
358,1,unequal,-9.690235913544182,-4.554151473009788,11.503993574822386
358,6,unequal,-8.06854273099243,-4.024869893269876,11.819908790761517
359,1,unequal,-1.0370611043479376,-1.6621277624426598,0.47992446578515635
359,6,unequal,-1.7641722492814083,-2.099834642806913,8.784249983611025
360,1,unequal,-1.1331491015201107,-1.6498803822472368,3.335068253853393
360,6,unequal,-4.517884576783821,-2.9088240847781988,7.539491169815703
361,1,unequal,3.270769022712977,-0.5274524373672195,4.042617263286487
361,6,unequal,15.703967237292813,3.917346414360341,7.803743220326219
362,1,unequal,-1.0650669687450558,-1.7682622385954532,0.10000000000000002
362,6,unequal,0.669737560381512,-1.2838837530443283,3.373724387055775
363,1,unequal,1.9662475223703169,-0.6856756450536327,3.4604257272804317
363,6,unequal,-4.119341150192341,-2.7803091369219173,5.615220393592053
364,1,unequal,2.055947441194187,-0.8027488233320728,1.7914186644117165
364,6,unequal,-0.06462373681383024,-1.4851185019981945,2.2978993147795257
365,1,unequal,0.49757822634014054,-1.3149007508958577,1.8573396633980017
365,6,unequal,59.999999999999986,19.999999999999993,40.80482500330863
366,1,unequal,-7.155111399738314,-3.724627154416331,1.4635178357575807
366,6,unequal,-4.632629845626259,-2.972623228832335,5.871776806278434
367,1,unequal,-5.350631003700377,-3.180336976456672,8.5934661661635
367,6,unequal,-12.079697480256716,-5.419857130002187,40.99888649252561
368,1,unequal,-2.7972771008655637,-2.318442855638594,1.2307003419586633
368,6,unequal,6.5962802812185855,0.6290200793923225,21.21436893826412
369,1,unequal,7.389456001406922,0.9752561361551222,4.892299243905788
369,6,unequal,5.3546054322951955,0.14478784484102464,5.604279594801662
370,1,unequal,-0.455817871815191,-1.608664008280328,1.7096456113681975
370,6,unequal,1.0352579689743087,-0.8711715932771167,1.044567456332742
371,1,unequal,1.816750791909931,-0.9475789243840775,3.56083075117684
371,6,unequal,1.3686402410877414,-0.951003934380978,6.140877695886557
372,1,unequal,3.5718189419157484,-0.4190758569061159,3.8924596830022153
372,6,unequal,19.768061098750213,5.375514126886305,8.800394320513107
373,1,unequal,3.9813156549513766,0.0002356646530111417,11.901661768084773
373,6,unequal,-10.220866211753929,-4.700208176341574,21.904066644054375
374,1,unequal,-1.2941476928760387,-1.853093110305177,2.99312517322699
374,6,unequal,0.3241225336356642,-1.4465564590843891,6.274459685828749
375,1,unequal,5.141489026246948,0.04825146211264995,9.297118869949434
375,6,unequal,36.9057428563552,12.019600163690567,36.65874826075214
376,1,unequal,0.3706176357103278,-1.4253415335996937,2.92738474045153
376,6,unequal,-6.383423741711814,-3.509713785315257,7.749599034431765
377,1,unequal,8.393369689303663,1.4970858116698986,30.396830822925274
377,6,unequal,-1.7960009106969241,-2.0895160454538986,11.711359944297108
378,1,unequal,-1.8648544694893856,-1.968503501772486,0.10000000000000002
378,6,unequal,14.125282503007975,3.298923336959947,17.631919406777396
379,1,unequal,4.6867064202821895,0.11425415140276736,15.957201424066962
379,6,unequal,-18.148543256379238,-7.1149447417555685,31.61786298320529
380,1,unequal,-1.7559080172702823,-2.0774947485771356,0.10000000000000002
380,6,unequal,4.058876439190429,-0.25321982858873965,8.988867982132964
381,1,unequal,3.987044299950859,-0.35789733248896693,2.048026167714018
381,6,unequal,5.628083564300128,0.4054912081448266,5.128451489060462
382,1,unequal,0.3101949750429662,-1.4028174789342518,5.562836685478165
382,6,unequal,14.030916186209149,3.269954095121336,12.624953655229302
383,1,unequal,-4.9306975611855215,-3.0338175207195097,1.6172879535081257
383,6,unequal,1.4403234440990873,-1.0169965140636414,2.6354047541530323
384,1,unequal,2.504968878163988,-0.5657700279346242,1.8728969949135543
384,6,unequal,11.301857339478842,2.3027788936500984,11.588904005860634
385,1,unequal,29.58862586142384,8.938545544554131,31.298336843932724
385,6,unequal,34.982648262383364,10.872783755316032,49.999999999999915
386,1,unequal,33.167668881176205,10.237819851561001,49.99999999938259
386,6,unequal,3.322441276803354,0.3945500375204083,46.58329574147531
387,1,unequal,2.5020973966146904,0.02254599438660515,0.10052252770493207
387,6,unequal,3.4931636236568635,-0.25243517944060256,5.634409068044298
388,1,unequal,0.338948587657893,-1.3763515209792472,1.734659656651085
388,6,unequal,8.692802046333755,1.3521768372428418,5.094183380084319
389,1,unequal,-5.691242614425424,-3.2448719423592514,5.043594397113726
389,6,unequal,0.15839564644347445,-1.4801567338156265,9.477771745940974
390,1,unequal,3.092511987039666,-1.7591830427538127,0.11553543956861273
390,6,unequal,9.27434600993571,1.5526206405868703,8.95876194171613
391,1,unequal,-1.6279820784007528,-1.9124838148863659,0.5742622777863058
391,6,unequal,2.3511498737800407,-0.7311449154954908,3.3536346621257773
392,1,unequal,0.3770691344931178,-1.3354829976581122,1.7335611626002363
392,6,unequal,7.702780221567286,1.0085373975368421,5.495461998120875
393,1,unequal,-4.259862537211799,-2.8601492448017627,26.745336719915077
393,6,unequal,5.926170063892591,0.2998064378960718,49.99999999999999
394,1,unequal,-2.086307424988354,-2.0825178174560413,3.883674041458136
394,6,unequal,-2.4878378061338373,-2.314467957949901,8.109652981676449
395,1,unequal,-1.7560642699450313,-2.077183363495767,0.10000000000000002
395,6,unequal,5.181559719486041,0.058639150181372474,8.442422711177462
396,1,unequal,-16.698223395677868,-6.666007972163431,26.50274527070808
396,6,unequal,-27.955304738807598,-10.424677362816523,49.99999999999999
397,1,unequal,4.167540678615648,-0.24832158806804194,4.259626858609949
397,6,unequal,16.23422199144438,3.837027934189299,29.099940852412264
398,1,unequal,1.3284193418766517,-1.0461489462824636,2.725964609829031
398,6,unequal,2.1574503338590825,-0.8907177237226872,7.02708296565621
399,1,unequal,-59.99999999992385,-19.99999999997657,14.99275688137043
399,6,unequal,-16.823868162371728,-6.7114456220487355,10.812729656221512
400,1,unequal,1.229321223195442,-1.4780437860262543,5.77220052134145
400,6,unequal,25.078572643176866,7.30620740292861,28.821196755198503
401,1,unequal,5.573049292371821,0.3480208159219409,30.927512201437878
401,6,unequal,31.68237298085064,-3.91559468905338,49.99999999999999
402,1,unequal,3.1599036928399835,-5.659594811742513,0.10012530135666795
402,6,unequal,3.9445207685317505,-0.32037705148162965,5.947631928636896
403,1,unequal,1.989104885895176,-0.9131440591892444,2.8931978067396615
403,6,unequal,-0.31935156552400934,-1.8773568027191696,7.928299863334923
404,1,unequal,-5.2916622495628935,3.4583275097712876,0.1000000003871446
404,6,unequal,0.7753006925371512,-1.1382074616221398,1.5285506597479515
405,1,unequal,1.6544808649805653,-1.025144889504136,11.05426301458977
405,6,unequal,4.151985586592403,0.3231439205753435,12.264449792550758
406,1,unequal,-1.6143823869701164,-1.990757685019755,1.9960183303639853
406,6,unequal,3.554935242658527,-0.4260931888608221,6.070779386074345
407,1,unequal,0.894114383047927,-1.1659999696222068,2.1144343047734453
407,6,unequal,-0.5984263113769137,-1.5873698034379882,1.5377151940505829
408,1,unequal,0.4354380186031124,-1.341455059663513,3.077528449608735
408,6,unequal,11.835255448944768,2.5186124324337635,25.347749164088178
409,1,unequal,-0.5487882852507603,-1.5764475010418073,1.8921905507949421
409,6,unequal,12.801351247378497,2.843086662532539,10.659305296201813
410,1,unequal,3.418206732802939,-0.43378124232987203,39.60409933565366
410,6,unequal,12.19891829154274,2.6509127918515825,20.186054841058237
411,1,unequal,-2.274157514279632,-2.059634696781353,0.10000000000000002
411,6,unequal,-1.128400692644981,-1.9891326126334625,4.186614934492593
412,1,unequal,0.7536700540522453,-1.355027583989564,8.506914290631869
412,6,unequal,0.5883214057094308,-1.2582012133937517,6.878886900208287
413,1,unequal,1.9725823485746952,-0.9392506766917585,2.53474718482638
413,6,unequal,1.9664675543285286,-0.8551625168935459,2.7660999028062156
414,1,unequal,1.3106558904313885,0.02267743789417477,0.16794250150680154
414,6,unequal,17.62480851966354,4.605583177265549,20.33839900937081
415,1,unequal,-5.3680007365341025,-1.27804746662309,2.8965104000415276
415,6,unequal,-3.830681471149067,-2.7240730285807166,8.36826870918042
416,1,unequal,0.13016716777212572,-1.4183177954401958,1.2183294065818542
416,6,unequal,0.4813548951867124,-1.618138467034368,29.692147538157425
417,1,unequal,-1.151469482782273,-1.854635020432937,0.92923751560857
417,6,unequal,7.390220150815666,0.8760085595735533,9.51885024251842
418,1,unequal,6.396703726104198,0.6088556167793178,3.2316211217820174
418,6,unequal,26.536960032028336,7.824038522697816,13.181704418008739
419,1,unequal,2.615187713537455,-0.7390671548827108,8.328777539835896
419,6,unequal,0.7428525500272068,-1.364575150466006,7.675586843502635
420,1,unequal,-4.196974518370285,-2.4696882015249764,0.103902256666596
420,6,unequal,2.477124956550816,-0.7012413338612874,2.9211082774766184
421,1,unequal,-2.836497103655983,2.811357804452978,0.10257553025759318
421,6,unequal,3.0649652517401593,-0.5907908327112265,4.178841133643221
422,1,unequal,-2.212014016454395,-2.1217644169848775,0.10000000000000002
422,6,unequal,3.445124179438201,-0.5069199861899019,8.259783563997413
423,1,unequal,2.2533313000652893,-0.8027910848857254,2.269377659602991
423,6,unequal,17.827347421219002,4.661107172094055,16.04621506766394
424,1,unequal,-0.7635661194056667,-1.7165260242243698,4.378498217632554
424,6,unequal,2.2242780527368575,-0.19477708993015522,4.874153012285283
425,1,equal,0.48152045663396487,-1.4117967412925858,4.7159680911754025
425,6,equal,18.111827861312616,4.888170504902734,0.1000001767870831
426,1,equal,1.343729946789666,-1.0454457394226992,0.19198655572264645
426,6,equal,2.757874571839563,-0.579926289708755,0.10000000000005277
427,1,equal,-3.5105874994498714,-2.537739813316002,1.4862672750403432
427,6,unequal,0.15086287323246275,0.8491371463298567,0.11228603542009268
428,1,unequal,-0.3574021529378216,-1.648104968667929,18.244829452121532
428,6,unequal,4.115710884235873,-0.3750059480321461,35.01984801244741
429,1,equal,7.048156650701502,0.7330090174518941,10.595470574568058
429,6,unequal,16.846854255256478,4.318183102741805,11.762370479973185
430,1,equal,2.5007966078242396,-0.7166408875867448,4.228637169122486
430,6,equal,-5.657320397500965,1.1573208569723978,0.1049719383844509
431,1,unequal,-4.002961951466834,-2.7681509538747857,0.9506800808925595
431,6,equal,9.458273468366345,1.6229343572316837,8.48171242011307
432,1,unequal,9.93199192877586,1.704112163384907,18.861258452619744
432,6,equal,6.9275489493537314,0.793816362043524,35.913340866912414
433,1,unequal,-3.976114227998567,-2.718172163203695,3.7189875482366785
433,6,equal,-0.34702739597328547,-1.6036529116337945,2.6307519707495373
434,1,equal,-1.1818821899513632,-1.872770143602398,2.025528899480655
434,6,unequal,0.4482714038951574,-1.3877692751594881,2.3458945766314914
435,1,equal,-0.06710043763427752,-1.454001239634747,1.9885571077953799
435,6,equal,-3.6994461901367375,-2.6955482369127752,7.314940873953727
436,1,equal,2.8440988683567987,-0.9276237400938461,0.29410855566110594
436,6,unequal,12.417394640911862,-1.7006685787753644,10.953787665226512
437,1,unequal,-14.143973559958722,-5.89636155092657,10.576217980176553
437,6,equal,-3.868030490158309,-2.644265738092714,2.534506472974293
438,1,unequal,-2.657811780119967,-2.3421865907966057,0.1000000057446147
438,6,equal,-0.6267364669271279,-1.373063202218992,0.10000000000000002
439,1,unequal,1.208167857345922,-1.1749943309832669,1.4033983103077736
439,6,unequal,1.7710244343769783,-0.8981492792117015,2.150392526980681
440,1,unequal,4.828301585765475,8.03391787308433,49.99999999999999
440,6,unequal,22.23391659909266,6.228137501816535,49.99999999999978
441,1,equal,3.5766168689630837,-0.5140032826684358,3.414819646284802
441,6,unequal,11.96347003192282,2.543714060643012,23.637416786499116
442,1,unequal,2.3055520142318415,-0.8656026940456145,2.269570829098533
442,6,unequal,5.892867100418608,0.453246240862123,6.620214391197194
443,1,unequal,-1.992586614663587,-2.098275708290039,4.913270759849238
443,6,equal,-52.29945964453327,-17.058038464386364,38.883394946711626
444,1,equal,0.8866575009179175,-1.2579023025251181,0.48439730985696733
444,6,equal,1.063906075564274,-1.0638933660641923,0.10000000000000002
445,1,equal,6.087492250112988,0.35729656001942206,5.184085466349769
445,6,unequal,4.5458705254306935,-0.16730935382595685,3.4355724269973735
446,1,equal,-4.1723668868463,-2.825494256939579,5.020380874906641
446,6,equal,6.203885016771709,0.5520968813268757,1.8483748941707643
447,1,equal,17.10445908149922,4.320367187155411,49.99999999997958
447,6,equal,41.25982449706671,13.193066653253286,49.99999999999998
448,1,unequal,4.274402555560343,-0.29541813914439696,3.554307096259163
448,6,unequal,-5.523927624911664,6.524445779237283,0.10000000000000002
449,1,unequal,0.49293948214933797,-1.3833375616792987,1.6560377585951374
449,6,unequal,8.101693182893845,1.232431218242351,8.830330469757264
450,1,equal,-18.80770020716973,-7.33425765346625,49.999999999999666
450,6,unequal,-30.880238561892018,-11.050332921612556,46.50670371063937
451,1,equal,4.063774077289212,-0.19117704932966692,1.675078244689972
451,6,unequal,2.240319212342276,-0.8648764239253756,5.2546497217070005
452,1,unequal,-3.2321680752309088,-2.4549678195755593,2.536406662799481
452,6,unequal,-1.514408789195797,-0.36645371937943777,5.346996609276309
453,1,unequal,0.34759347556040515,-1.297232531482905,5.86377630716155
453,6,equal,7.004630054620963,0.7195780553271944,11.410461671158854
454,1,equal,2.663510029351603,-0.6766866598700729,0.10000000000032737
454,6,equal,29.52280252437147,8.908971086793922,22.85890686801976
455,1,equal,2.8296762469517356,-0.6490700081766196,22.326823689221367
455,6,unequal,-27.801127255311197,-10.088966054005217,49.99999999999802
456,1,unequal,-1.845815216366169,-2.1542732683766608,0.10000000000000463
456,6,unequal,3.4229987622932496,-0.48175303310326756,1.0881147782430318
457,1,equal,11.666851707746806,2.4017755967335477,10.293115965247782
457,6,unequal,0.22523382517464524,-1.4426164309396596,16.16443452754577
458,1,unequal,1.6544637177838089,-0.9044706667300695,0.10000000000000009
458,6,unequal,-0.9588896804074848,-1.8337705472448866,6.415806237246943
459,1,unequal,-2.908798407440071,-2.42453476997164,0.1000010849254561
459,6,equal,3.1760862631908107,-0.6358593718657268,2.8253222140604564
460,1,unequal,11.809849790410539,2.512076064873955,44.99872669516589
460,6,unequal,11.703277469576433,4.002920705553783,49.99999999999999
461,1,equal,-1.3871471134617368,-1.9126100100802186,3.407725226111339
461,6,equal,4.402625766942055,-0.23234692646358168,9.787073896392998
462,1,unequal,2.969351073921865,-0.5418148634845436,5.427666788663758
462,6,unequal,-1.0191093955228383,-1.6643935626368838,1.4160425919173256
463,1,unequal,-0.8876924503461717,-1.791307008758731,9.55465160510283
463,6,unequal,-2.06418326476662,-2.171945577252058,7.27856611436044
464,1,unequal,0.034079557242733816,-1.5340847360895091,0.13962712933808866
464,6,unequal,1.980346494330628,-0.8969762177537135,0.10000000000028073
465,1,unequal,2.620546925837937,-0.6939600644213649,1.8280253262729855
465,6,unequal,-0.9739302722290459,-1.8779464166301127,4.91019892526079
466,1,unequal,3.1433879611731643,-0.6451185478297515,1.1240746793825012
466,6,equal,-2.0125879825201802,-2.1444552755706843,5.7997663359928415
467,1,equal,-7.479102557806239,-3.8292739165217893,1.3848416685329592
467,6,equal,0.6331026535113335,-1.299592565397049,0.10000000000812818
468,1,unequal,11.654495630693317,2.4159760202775837,22.978739383952362
468,6,unequal,10.354814621564605,1.9629515033451475,6.244177330116038
469,1,unequal,8.820541616434461,-4.537737413120913,0.13979512613736075
469,6,unequal,41.89663472905966,13.4211871483582,49.99999999975588
470,1,equal,2.270517464267542,-2.437197691166861,0.13549750992014536
470,6,equal,0.4526814840628816,-0.9527506047944161,0.3069906180295301
471,1,equal,-22.851624795986016,-8.565178467961065,10.303520291166281
471,6,unequal,-1.5949250393626535,-2.005864704697682,6.6517140528639915
472,1,unequal,1.9398728711234565,-0.9494091906781963,4.373852121751169
472,6,unequal,5.635130824864406,0.26484329980527543,7.075191189188227
473,1,unequal,-5.294594843806831,-3.163403471111751,4.363201992043611
473,6,equal,3.250428048153227,1.3682452565333918,6.509090989422544
474,1,unequal,-0.2360325003808194,-1.506122652694367,3.098288587250154
474,6,unequal,4.953823361236907,2.794834461800989,0.21199683295217106
475,1,unequal,2.2217569203151366,-0.789088580897473,4.4110611713305286
475,6,unequal,-1.989559114189819,-2.1891704396559213,10.398428290726425
476,1,unequal,-0.41300434385684015,-1.601816049750027,1.1725213231930462
476,6,unequal,-10.34442445084867,10.011091115386353,0.11940519538059613
477,1,equal,0.13088875835656896,-1.364730725184764,1.8133816948634471
477,6,equal,2.172252524707093,-0.8228917509314325,2.9037783062670295
478,1,unequal,3.7749847727619983,-0.3749241097247181,6.8361266491824795
478,6,unequal,1.8071069633382202,-0.9742245567615296,10.15137708209604
479,1,equal,1.0281668891218934,-1.0282845627403336,0.2476976339749876
479,6,unequal,-0.5465883663676646,-1.788830015570652,2.607140703692606
480,1,unequal,0.699070679859648,-1.2540745278555339,3.567681051602799
480,6,equal,1.3400642854197253,-1.073842270833016,1.5571875451451185
481,1,equal,4.099486030859368,-0.2849774651983276,3.9006586958182483
481,6,unequal,2.42618623887973,-0.551098805192408,4.645490914631995
482,1,equal,-1.2148642461416734,-1.9518985802535536,0.1726666709027233
482,6,unequal,3.288568532464829,-0.46533252429526184,6.45611602025969
483,1,unequal,-6.289175368684051,-3.7091020850857506,0.10000000000000002
483,6,unequal,15.051139802714886,3.6674817287422554,23.487938257167183
484,1,equal,-0.600563814918326,-1.6354101336356848,3.279214586438061
484,6,unequal,-5.962451613850155,-3.4352032608882968,11.89510904527772
485,1,equal,0.8604909134234598,-1.1938242304872835,0.100101558476497
485,6,equal,6.981923794492172,0.8537179074388469,12.19389920475547
486,1,equal,6.333214902344588,0.5134217451107677,11.5021854077226
486,6,equal,52.64662721933255,17.337061641700814,49.99999999999988
487,1,equal,-4.589446629134573,-3.0154117864227974,30.867252957464608
487,6,equal,-0.9547167206684395,-1.7590427830017186,18.916608330537247
488,1,unequal,-0.22765645166289783,-1.4195535662372754,0.9609957074701568
488,6,equal,-2.2266424656854205,-2.2254464394908133,10.97315565694403
489,1,equal,0.2654009481851617,-1.3430382801537006,6.764806255862446
489,6,unequal,4.33169765285577,-0.24805213384085997,6.814731766200248
490,1,equal,4.082579185908675,-1.0914658396893888,6.979526403433044
490,6,unequal,-2.955837419671336,-2.4686146614830777,11.391703727475992
491,1,equal,4.737540454706538,-0.08465114440118432,1.7510041650654844
491,6,equal,6.981952025391727,0.780819215246366,14.019422324349234
492,1,equal,-9.36886303564118,3.64996532243718,0.39332930907857844
492,6,equal,6.074971389635175,0.47432879176581055,6.546640790100554
493,1,unequal,0.2489747862323932,0.5010210834692446,0.11661687908661907
493,6,unequal,5.442781273816425,0.14102503301529384,3.8317958003079036
494,1,equal,3.0446029401092605,-0.6110066577880878,4.006937960865922
494,6,equal,3.9557156344714923,-0.07823708819064776,3.2267825764977385
495,1,unequal,1.8696949351573444,-0.9921663510390306,0.3222265659605882
495,6,equal,2.2569585597349597,-0.757072923215301,0.21527036394611052
496,1,equal,4.103881814626484,-0.2692856435053065,2.446089101025748
496,6,unequal,-1.608397083762589,-2.00771294002963,2.4274795441510815
497,1,unequal,-0.4817392297742753,-0.3537979911477207,2.2300646294111903
497,6,equal,15.480854211538887,3.8087103556746076,21.22143924964967
498,1,unequal,11.742040274504848,2.5283475878843817,18.668031634649985
498,6,equal,1.940006170575587,-0.7650578357600704,36.84273021666633
499,1,unequal,0.3873124846481081,-1.2206354694521198,0.10000000000000002
499,6,equal,2.66846907232645,-0.7567337862882445,5.852552093380588
500,1,equal,2.9939647674760033,-0.7292560621088442,1.6719539428169232
500,6,equal,3.4816636607771883,-0.4439562657830858,8.020163475955096
501,1,unequal,-1.6907681984126008,-2.0726551450924586,6.606037719488151
501,6,equal,3.8398865596731313,-0.4255930098466726,2.8653352088666866
502,1,equal,1.3554442191512384,-1.0221111956453979,0.10000013723738738
502,6,unequal,-3.8135215523889614,3.5635190853566314,0.1003665082050316
503,1,unequal,-2.5178456242400804,-2.424656198672884,0.10559320597784509
503,6,unequal,5.031845073838143,0.07018115307682538,5.8634595341753695
504,1,equal,2.223794290448929,-0.6405527966567659,0.12441603506330608
504,6,unequal,9.21418624269574,1.530627928973189,4.143477976194586
505,1,equal,0.00971337000206246,-1.4590794346568345,0.8118328713207363
505,6,unequal,-2.4701580290624525,-2.1683210064301655,0.10000000000000002
506,1,unequal,-4.204656685333971,-2.8186740621133897,3.4684072903725767
506,6,unequal,-4.556721731258129,-2.9188322513855347,5.517344159785729
507,1,equal,-3.781467811320722,5.281467808316856,0.10320621768322973
507,6,unequal,5.62433474006191,-5.374323750592616,0.10013038570864037
508,1,unequal,25.010017948675518,7.349128616296179,49.99999999999986
508,6,equal,-26.964963163760654,-9.809357111457915,49.99999999999999
509,1,equal,7.926388947844825,1.4546318738793955,11.063741376243607
509,6,unequal,8.246196761468576,-3.0658526784564635,11.843791441037139
510,1,equal,-2.0654832747073075,-2.1627319955360274,4.801852001665055
510,6,equal,17.20395008636961,4.446720009657066,22.53839981868936
511,1,unequal,-4.981743366842089,-2.8672423785468872,2.499478548629235
511,6,equal,-8.697944533622048,-3.963589293170253,16.408259931836024
512,1,unequal,1.4521608721346846,-1.1056489320326663,0.10000000000003846
512,6,unequal,4.926437411240201,-0.07420565283526721,5.011276728636162
513,1,equal,-0.4830223863241688,-1.6846829745435328,1.8554959700268723
513,6,unequal,2.0117634459870484,-0.8907043644018873,2.93958179571054
514,1,unequal,0.6310893448042827,-0.6310893471060581,0.22351023818304533
514,6,equal,-6.245166722911795,4.913598060775021,0.10000000000000002
515,1,equal,-3.715895896275029,1.0492285173228746,0.1005252971359408
515,6,equal,3.0280000305796078,-0.673814214582037,5.782990099419143
516,1,unequal,-1.3998835073347795,1.8998818088596723,0.10703286231248314
516,6,unequal,1.3329133523636236,-1.9583898227113825,0.30343861542297385
517,1,equal,0.6439345792376878,-3.272592489116717,17.087939690822044
517,6,unequal,11.554109844982026,2.362273923606725,9.812737376081198
518,1,unequal,-1.891813100930818,-2.1110224514217473,23.503032707588112
518,6,unequal,-8.791583118298693,-5.389429750627246,49.99999999999942
519,1,equal,6.0778787441876485,0.3900736415982555,7.980922217777408
519,6,equal,-2.7396620422727933,-2.3205090968340114,4.984766100131385
520,1,equal,4.277111406402532,-0.2390284110126942,4.258242572900191
520,6,unequal,2.9811597720550234,-0.6512162233782904,2.1309850689955314
521,1,unequal,1.1994184909957468,-1.0601321366486942,3.475827038934713
521,6,unequal,3.7285850546947703,-0.2894965452701812,2.229923534258621
522,1,equal,-2.354533681526833,-2.1744153923191227,1.893209068802688
522,6,equal,3.9062684792038533,-0.25110046261870106,0.6468599869060845
523,1,unequal,-26.249330400159742,-9.60196371372304,36.74627213631354
523,6,unequal,-2.2608933868551793,-2.326494506020806,49.99999999971577
524,1,equal,3.124114984804313,-0.6081202853531361,1.5417612760713393
524,6,equal,-1.0929002402183063,-1.8796935017985203,1.3152538392562723
525,1,equal,-2.0290663517206906,-2.0493232247418716,2.9137458359082338
525,6,equal,4.020795638171424,-0.493723977461106,5.092408366322658
526,1,unequal,-3.040038245300611,-1.793306992287551,0.1000291930117699
526,6,equal,10.87354839774896,5.827080385343226,49.99999999980778
527,1,equal,7.361605358049569,1.1366720980706502,0.10000000000000002
527,6,equal,24.566757109148305,7.117630656626046,18.00486135559821
528,1,unequal,0.14446538601065295,-0.5524674258647952,3.9846389602229286
528,6,unequal,-1.88688657509422,-1.9799751034560735,46.48072442062712
529,1,equal,0.3283734519486323,-1.4036292391366652,0.573156871171134
529,6,equal,5.54767061934829,-0.07289817020098496,14.040725914147707
