file_name,subjectID,age,gender,subjectNumber,block,game,gameLength,uc,m1,m2,gID,repeatNumber,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,rt1,rt2,rt3,rt4,rt5,rt6,rt7,rt8,rt9,rt10
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,1,1,10,1,60,64,NaN,NaN,63,55,58,53,52,67,67,68,63,65,2,1,1,1,2,2,2,2,2,2,0.540196,0.460508,0.426110,0.826911,0.850455,6.951739,0.853350,0.359536,0.318237,0.346289
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,1,2,10,1,60,90,NaN,NaN,67,49,88,53,90,90,97,99,94,88,1,1,2,1,2,2,2,2,2,2,1.025977,0.432210,0.340585,0.329498,1.567722,0.444685,0.251859,0.084858,0.198385,0.107137
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,1,3,10,1,30,60,NaN,NaN,56,22,38,32,54,51,58,58,72,58,2,1,1,1,2,2,2,2,2,2,0.622361,0.356373,0.381031,0.379409,1.909835,0.293315,0.259499,0.139393,0.169800,0.205336
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,1,4,10,1,68,60,NaN,NaN,81,78,66,56,64,67,70,66,72,71,1,1,1,2,1,1,1,1,1,1,0.719615,0.344789,0.360622,0.391374,0.747645,0.534518,0.334560,0.212442,0.189157,0.213525
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,1,5,10,1,40,52,NaN,NaN,54,40,41,27,68,34,70,55,60,39,2,1,1,1,2,2,2,2,2,2,0.662275,0.416615,0.940256,0.415233,0.567982,0.356604,0.487319,0.512214,0.168936,0.177471
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,1,6,5,1,48,60,NaN,NaN,46,51,63,52,68,NaN,NaN,NaN,NaN,NaN,1,1,2,1,2,NaN,NaN,NaN,NaN,NaN,0.796634,0.678985,0.446263,0.535051,2.828400,NaN,NaN,NaN,NaN,NaN
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,1,7,5,3,40,52,NaN,NaN,52,59,29,55,62,NaN,NaN,NaN,NaN,NaN,2,2,1,2,2,NaN,NaN,NaN,NaN,NaN,0.703880,0.455958,0.417426,0.285930,1.908987,NaN,NaN,NaN,NaN,NaN
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,1,8,5,1,20,40,NaN,NaN,40,14,15,30,40,NaN,NaN,NaN,NaN,NaN,2,1,1,1,2,NaN,NaN,NaN,NaN,NaN,0.511433,0.328235,0.372163,0.349848,0.702734,NaN,NaN,NaN,NaN,NaN
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,1,9,10,3,60,52,NaN,NaN,56,53,42,56,59,51,51,60,35,48,2,2,1,2,2,2,2,2,2,2,0.601648,0.424953,0.365837,0.329208,0.397541,0.250820,0.162765,0.083043,0.160812,0.353469
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,1,10,5,1,60,72,NaN,NaN,57,65,67,75,65,NaN,NaN,NaN,NaN,NaN,1,1,1,2,2,NaN,NaN,NaN,NaN,NaN,0.533189,0.590202,0.334616,0.447426,0.877797,NaN,NaN,NaN,NaN,NaN
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,1,11,10,3,36,40,NaN,NaN,20,44,31,38,41,46,38,53,36,43,2,2,1,2,2,2,2,2,2,2,0.718311,0.341879,0.312328,0.329205,1.898647,0.811643,0.342676,0.360365,0.147756,0.526367
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,1,12,5,1,44,40,NaN,NaN,45,35,47,38,30,NaN,NaN,NaN,NaN,NaN,1,2,1,1,1,NaN,NaN,NaN,NaN,NaN,0.456896,0.259190,0.367792,0.676981,0.880282,NaN,NaN,NaN,NaN,NaN
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,1,13,5,3,68,60,NaN,NaN,62,58,52,61,59,NaN,NaN,NaN,NaN,NaN,2,2,2,1,2,NaN,NaN,NaN,NaN,NaN,0.585829,0.476067,0.360348,0.400443,0.779827,NaN,NaN,NaN,NaN,NaN
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,1,14,10,1,56,60,NaN,NaN,58,49,55,52,49,68,66,53,63,56,1,1,1,2,1,2,2,2,2,2,0.627897,0.430368,0.438928,0.293124,1.349336,0.923693,0.230573,0.191134,0.211561,0.014731
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,1,15,5,3,28,40,NaN,NaN,45,39,21,42,44,NaN,NaN,NaN,NaN,NaN,2,2,1,2,2,NaN,NaN,NaN,NaN,NaN,0.545165,0.432705,0.404829,0.311707,0.778098,NaN,NaN,NaN,NaN,NaN
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,1,16,10,3,40,60,NaN,NaN,48,61,67,49,56,58,51,56,59,60,2,2,2,1,2,2,2,2,2,2,0.466203,0.477012,0.338227,0.396372,0.997736,0.600212,0.254408,0.175433,0.184904,0.105081
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,1,17,5,3,60,90,NaN,NaN,84,94,75,95,95,NaN,NaN,NaN,NaN,NaN,2,2,1,2,2,NaN,NaN,NaN,NaN,NaN,0.405654,0.441189,0.358093,0.346479,0.353736,NaN,NaN,NaN,NaN,NaN
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,1,18,10,3,60,68,NaN,NaN,80,68,81,72,57,67,52,60,73,68,2,2,2,1,1,2,2,2,2,2,0.501903,0.453993,0.437913,0.406646,0.787430,0.643163,1.619180,0.004032,0.484453,0.206849
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,1,19,10,3,60,80,NaN,NaN,75,83,88,68,77,87,86,81,85,83,2,2,2,1,2,2,2,2,2,2,0.386465,0.305977,0.369253,0.310295,0.512446,0.128476,0.174220,0.046583,0.048667,0.053181
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,1,20,10,3,60,64,NaN,NaN,62,66,68,61,58,59,65,78,59,58,2,2,2,1,1,1,2,2,2,2,0.443617,0.326278,0.329539,0.431533,0.705180,0.790753,0.208556,0.245654,0.104669,0.064458
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,2,21,10,3,60,30,NaN,NaN,21,15,21,67,61,62,61,64,61,82,2,2,2,1,1,1,1,1,1,1,0.494654,0.281796,0.368375,0.370321,0.227615,0.199778,0.138580,0.048223,0.056550,0.016756
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,2,22,10,3,60,56,NaN,NaN,70,58,57,51,45,59,60,78,59,56,1,2,2,2,1,2,1,1,1,1,0.505250,0.257096,0.598997,0.308422,0.352431,0.820488,0.147193,0.180954,0.013939,0.078940
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,2,23,5,3,40,44,NaN,NaN,49,42,48,36,48,NaN,NaN,NaN,NaN,NaN,2,2,1,2,1,NaN,NaN,NaN,NaN,NaN,0.643288,0.319950,0.320705,0.295463,1.969004,NaN,NaN,NaN,NaN,NaN
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,2,24,10,1,48,40,NaN,NaN,45,56,48,57,44,37,44,49,56,45,1,1,2,1,1,2,1,1,1,1,0.573103,0.680190,0.371613,0.318005,0.845833,0.825216,0.117959,0.129665,0.090576,0.096333
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,2,25,5,1,40,32,NaN,NaN,29,54,41,30,22,NaN,NaN,NaN,NaN,NaN,2,1,1,1,1,NaN,NaN,NaN,NaN,NaN,0.696109,0.237570,0.404521,0.339554,0.701810,NaN,NaN,NaN,NaN,NaN
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,2,26,10,1,60,80,NaN,NaN,47,83,53,64,84,85,89,84,91,80,1,2,1,1,2,2,2,2,2,2,0.772347,0.259403,0.375257,0.434065,1.099242,0.206877,0.217115,0.171808,0.078593,0.194272
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,2,27,5,3,80,60,NaN,NaN,71,68,80,54,81,NaN,NaN,NaN,NaN,NaN,2,2,1,2,1,NaN,NaN,NaN,NaN,NaN,0.477454,0.321496,0.689770,0.284443,0.736366,NaN,NaN,NaN,NaN,NaN
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,2,28,10,3,72,60,NaN,NaN,57,70,60,79,88,79,74,77,75,61,2,2,2,1,1,1,1,1,1,1,0.462262,0.302678,0.393960,0.312604,0.722669,0.298572,0.275292,0.126644,0.032943,0.136556
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,2,29,5,3,60,30,NaN,NaN,21,16,32,51,52,NaN,NaN,NaN,NaN,NaN,2,2,2,1,1,NaN,NaN,NaN,NaN,NaN,0.497251,0.330142,0.533974,0.227810,0.355051,NaN,NaN,NaN,NaN,NaN
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,2,30,10,1,52,60,NaN,NaN,52,58,49,40,41,60,66,49,39,53,1,2,1,1,2,1,1,1,1,1,0.499514,0.280593,0.345883,0.441273,1.097251,0.256576,0.116803,0.011140,0.000442,0.034155
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,2,31,5,1,40,60,NaN,NaN,46,45,45,69,60,NaN,NaN,NaN,NaN,NaN,1,1,1,2,2,NaN,NaN,NaN,NaN,NaN,0.523603,0.321543,0.316946,0.263504,0.249615,NaN,NaN,NaN,NaN,NaN
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,2,32,5,3,40,10,NaN,NaN,3,7,9,44,36,NaN,NaN,NaN,NaN,NaN,2,2,2,1,1,NaN,NaN,NaN,NaN,NaN,0.743938,0.318447,0.330769,0.281509,0.152692,NaN,NaN,NaN,NaN,NaN
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,2,33,5,3,40,32,NaN,NaN,41,34,30,36,31,NaN,NaN,NaN,NaN,NaN,1,2,2,2,1,NaN,NaN,NaN,NaN,NaN,0.555435,0.243705,0.266799,0.347053,1.344469,NaN,NaN,NaN,NaN,NaN
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,2,34,10,3,60,90,NaN,NaN,61,87,87,79,96,94,89,98,83,93,1,2,2,2,2,2,2,2,2,2,0.660798,0.261470,0.308686,0.424818,0.153446,0.206086,0.013990,0.000430,0.405371,0.106604
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,2,35,5,1,60,68,NaN,NaN,63,76,63,56,58,NaN,NaN,NaN,NaN,NaN,1,2,1,1,2,NaN,NaN,NaN,NaN,NaN,0.754906,0.357132,0.505228,0.455151,0.804434,NaN,NaN,NaN,NaN,NaN
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,2,36,5,3,48,60,NaN,NaN,57,76,37,58,47,NaN,NaN,NaN,NaN,NaN,2,2,1,2,2,NaN,NaN,NaN,NaN,NaN,0.773239,0.330180,0.295097,0.248767,0.431020,NaN,NaN,NaN,NaN,NaN
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,2,37,5,3,60,72,NaN,NaN,59,84,67,73,64,NaN,NaN,NaN,NaN,NaN,2,2,1,2,2,NaN,NaN,NaN,NaN,NaN,0.385418,0.370322,0.274353,0.270152,2.570046,NaN,NaN,NaN,NaN,NaN
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,2,38,10,3,40,20,NaN,NaN,35,15,26,21,24,43,43,41,44,49,1,2,2,2,1,1,1,1,1,1,0.621895,0.283220,0.330591,0.372195,0.387660,1.593993,0.222143,0.147825,0.254491,0.189555
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,2,39,5,1,60,52,NaN,NaN,61,60,70,56,68,NaN,NaN,NaN,NaN,NaN,1,1,1,2,1,NaN,NaN,NaN,NaN,NaN,0.770962,0.369131,0.351373,0.299865,0.497836,NaN,NaN,NaN,NaN,NaN
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,2,40,10,3,32,40,NaN,NaN,27,39,57,44,28,26,36,43,43,43,2,1,2,2,2,1,2,2,2,2,0.517156,0.297766,0.253970,0.369014,0.382043,0.503442,0.301427,0.450692,0.304534,0.255993
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,3,41,5,3,40,70,NaN,NaN,72,65,47,69,62,NaN,NaN,NaN,NaN,NaN,2,2,1,2,2,NaN,NaN,NaN,NaN,NaN,0.601315,0.484898,0.389941,0.621965,0.230058,NaN,NaN,NaN,NaN,NaN
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,3,42,10,3,70,40,NaN,NaN,68,48,39,42,55,67,66,63,75,64,1,2,2,2,1,1,1,1,1,1,0.588105,0.268565,0.411646,0.359440,0.707632,0.135691,0.139962,0.115850,0.047556,0.060927
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,3,43,5,1,28,40,NaN,NaN,39,27,38,25,43,NaN,NaN,NaN,NaN,NaN,1,1,2,1,2,NaN,NaN,NaN,NaN,NaN,0.527578,0.438279,0.511472,0.838650,1.558574,NaN,NaN,NaN,NaN,NaN
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,3,44,5,3,60,52,NaN,NaN,47,54,60,50,43,NaN,NaN,NaN,NaN,NaN,2,2,2,1,2,NaN,NaN,NaN,NaN,NaN,0.434551,0.326485,0.310055,0.276198,1.912909,NaN,NaN,NaN,NaN,NaN
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,3,45,5,3,48,40,NaN,NaN,33,40,36,37,46,NaN,NaN,NaN,NaN,NaN,2,1,2,2,1,NaN,NaN,NaN,NaN,NaN,0.920899,0.240613,0.243219,0.410115,0.485997,NaN,NaN,NaN,NaN,NaN
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,3,46,10,1,36,40,NaN,NaN,44,36,24,23,39,24,47,37,55,37,2,1,1,1,2,2,2,2,2,2,0.330111,0.285309,0.516483,0.379655,0.876203,0.694984,0.484518,0.229494,0.124170,0.091189
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,3,47,10,1,40,10,NaN,NaN,31,2,31,43,50,35,43,36,41,50,1,2,1,1,1,1,1,1,1,1,0.499939,0.294217,0.258887,0.385396,0.205216,0.118513,0.061714,0.114776,0.071351,0.000539
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,3,48,10,1,40,28,NaN,NaN,34,29,37,32,52,54,39,37,47,44,1,1,1,2,1,1,1,1,1,1,0.509808,0.406253,0.601988,0.334708,1.695788,0.710052,0.807360,0.308456,0.580065,0.287892
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,3,49,5,3,64,60,NaN,NaN,61,64,52,67,77,NaN,NaN,NaN,NaN,NaN,2,1,2,2,1,NaN,NaN,NaN,NaN,NaN,0.674137,0.250112,0.247899,0.450584,4.716387,NaN,NaN,NaN,NaN,NaN
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,3,50,10,1,40,60,NaN,NaN,40,36,41,58,38,67,54,56,67,63,1,1,1,2,1,2,2,2,2,2,0.520063,0.380595,0.335076,0.310518,0.343514,1.213749,0.151742,0.173551,0.077752,0.091878
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,3,51,10,3,40,60,NaN,NaN,88,37,48,75,65,55,81,64,62,54,2,1,2,2,2,2,2,2,2,2,0.495676,0.274511,0.270664,0.460659,0.716669,0.159751,0.101016,0.105126,0.079429,0.033017
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,3,52,10,1,40,44,NaN,NaN,26,37,32,41,39,49,38,35,48,41,1,1,1,2,2,2,2,2,2,2,0.526757,0.421799,0.443786,0.288236,0.958322,0.554471,0.132604,0.576609,0.163448,0.077810
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,3,53,5,3,36,40,NaN,NaN,48,38,38,41,42,NaN,NaN,NaN,NaN,NaN,2,1,2,2,2,NaN,NaN,NaN,NaN,NaN,0.469591,0.314443,0.328970,0.305424,0.731182,NaN,NaN,NaN,NaN,NaN
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,3,54,10,1,40,32,NaN,NaN,33,19,39,36,47,60,29,41,28,50,1,2,1,1,1,1,1,1,1,1,0.515147,0.258482,0.318784,0.392504,0.446260,0.227127,0.211709,0.230751,0.182560,0.231884
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,3,55,10,3,10,40,NaN,NaN,44,48,47,1,43,38,33,45,41,39,2,2,2,1,2,2,2,2,2,2,0.434309,0.305766,0.350829,0.346169,0.236447,0.075710,0.143656,0.026420,0.000449,0.020022
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,3,56,5,3,56,60,NaN,NaN,54,59,71,56,75,NaN,NaN,NaN,NaN,NaN,2,1,2,2,2,NaN,NaN,NaN,NaN,NaN,0.418901,0.249500,0.179318,0.300395,2.928685,NaN,NaN,NaN,NaN,NaN
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,3,57,10,1,48,60,NaN,NaN,46,41,66,40,52,66,59,64,52,47,1,1,2,1,2,2,2,2,2,2,0.843124,0.433928,0.326287,0.285127,1.265887,0.219792,0.102020,0.069683,0.000550,0.000596
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,3,58,5,3,40,20,NaN,NaN,50,15,31,8,28,NaN,NaN,NaN,NaN,NaN,1,2,2,2,1,NaN,NaN,NaN,NaN,NaN,0.622371,0.227567,0.420977,0.297310,1.114336,NaN,NaN,NaN,NaN,NaN
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,3,59,5,1,70,40,NaN,NaN,80,47,60,69,57,NaN,NaN,NaN,NaN,NaN,1,2,1,1,1,NaN,NaN,NaN,NaN,NaN,0.729606,0.275297,0.329381,0.470239,0.488281,NaN,NaN,NaN,NaN,NaN
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,3,60,5,3,40,60,NaN,NaN,70,52,57,47,72,NaN,NaN,NaN,NaN,NaN,2,2,2,1,2,NaN,NaN,NaN,NaN,NaN,0.651894,0.342539,0.486145,0.262905,0.743294,NaN,NaN,NaN,NaN,NaN
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,4,61,5,1,40,52,NaN,NaN,44,61,46,33,58,NaN,NaN,NaN,NaN,NaN,1,2,1,1,2,NaN,NaN,NaN,NaN,NaN,0.438982,0.210086,0.303870,0.457654,0.547004,NaN,NaN,NaN,NaN,NaN
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,4,62,10,3,48,40,NaN,NaN,51,44,49,24,36,46,52,47,48,52,2,2,1,2,2,1,1,1,1,1,0.446982,0.322390,0.303490,0.333831,0.837941,0.734825,0.252407,0.207023,0.083126,0.107210
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,4,63,5,1,10,40,NaN,NaN,13,59,6,9,32,NaN,NaN,NaN,NaN,NaN,1,2,1,1,2,NaN,NaN,NaN,NaN,NaN,0.513108,0.303405,0.291987,0.717844,0.161591,NaN,NaN,NaN,NaN,NaN
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,4,64,10,1,72,60,NaN,NaN,51,74,67,76,72,72,96,67,72,93,2,1,1,1,1,1,1,1,1,1,0.405733,0.348062,0.450639,0.624034,0.191067,0.068675,0.031985,0.009570,0.043314,0.003253
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,4,65,10,3,44,40,NaN,NaN,51,32,55,32,28,41,38,48,41,42,2,2,2,1,2,1,1,2,2,2,0.415879,0.363978,0.499306,0.521006,0.225677,1.417341,0.681003,0.272844,0.232468,0.079469
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,4,66,10,1,40,20,NaN,NaN,30,35,25,36,23,46,58,41,23,54,2,1,1,1,2,1,1,1,1,1,0.423862,0.253161,0.474778,0.277676,0.936810,0.120874,0.280831,0.000501,0.000271,0.000569
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,4,67,10,3,28,40,NaN,NaN,32,33,37,50,51,35,47,51,43,53,2,1,2,2,2,2,2,2,2,2,0.451729,0.268497,0.305083,0.463917,0.219507,0.584793,0.096291,0.110090,0.049158,0.016584
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,4,68,5,1,30,60,NaN,NaN,60,37,32,27,82,NaN,NaN,NaN,NaN,NaN,2,1,1,1,2,NaN,NaN,NaN,NaN,NaN,0.523199,0.257838,0.584287,0.378269,0.804641,NaN,NaN,NaN,NaN,NaN
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,4,69,5,1,60,40,NaN,NaN,65,73,38,62,54,NaN,NaN,NaN,NaN,NaN,1,1,2,1,1,NaN,NaN,NaN,NaN,NaN,0.676333,0.432377,0.420301,0.343818,0.339456,NaN,NaN,NaN,NaN,NaN
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,4,70,5,1,80,60,NaN,NaN,61,87,77,85,95,NaN,NaN,NaN,NaN,NaN,2,1,1,1,1,NaN,NaN,NaN,NaN,NaN,0.586915,0.599795,0.363180,0.379599,0.178552,NaN,NaN,NaN,NaN,NaN
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,4,71,10,3,40,52,NaN,NaN,40,56,43,50,49,56,44,61,66,50,1,2,2,2,2,2,2,2,2,2,0.542532,0.273417,0.347029,0.335294,1.685371,0.462082,0.228521,0.078847,0.013388,0.000462
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,4,72,10,1,40,60,NaN,NaN,44,50,58,43,53,57,54,57,61,61,1,1,2,1,2,2,2,2,2,2,0.633217,0.348519,0.300372,0.236477,0.390047,0.711042,0.256126,0.437219,0.233989,0.264333
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,4,73,10,1,40,70,NaN,NaN,39,40,65,50,70,65,65,75,76,89,1,1,2,1,2,2,2,2,2,2,0.660308,0.376577,0.376744,0.369698,0.630970,0.117270,0.119851,0.055677,0.021459,0.000452
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,4,74,5,1,48,40,NaN,NaN,48,46,46,48,48,NaN,NaN,NaN,NaN,NaN,1,2,1,1,2,NaN,NaN,NaN,NaN,NaN,0.465209,0.211361,0.279981,0.372337,2.409070,NaN,NaN,NaN,NaN,NaN
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,4,75,5,1,36,40,NaN,NaN,40,18,31,43,34,NaN,NaN,NaN,NaN,NaN,2,1,1,1,2,NaN,NaN,NaN,NaN,NaN,0.589430,0.261589,0.463643,0.375592,2.052024,NaN,NaN,NaN,NaN,NaN
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,4,76,10,3,60,48,NaN,NaN,55,47,63,52,61,57,60,62,49,61,2,2,1,2,1,1,1,1,1,1,0.518494,0.474980,0.328417,0.287870,0.974693,0.271712,0.846995,0.135844,0.087863,0.380687
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,4,77,5,1,60,90,NaN,NaN,74,89,67,53,98,NaN,NaN,NaN,NaN,NaN,1,2,1,1,2,NaN,NaN,NaN,NaN,NaN,0.653865,0.299493,0.236116,0.382628,0.860099,NaN,NaN,NaN,NaN,NaN
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,4,78,5,3,60,40,NaN,NaN,43,34,47,60,54,NaN,NaN,NaN,NaN,NaN,2,2,2,1,1,NaN,NaN,NaN,NaN,NaN,0.489432,0.377136,0.313858,0.269082,0.353459,NaN,NaN,NaN,NaN,NaN
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,4,79,5,1,56,60,NaN,NaN,54,65,57,60,62,NaN,NaN,NaN,NaN,NaN,1,1,1,2,1,NaN,NaN,NaN,NaN,NaN,0.727982,0.433893,0.357476,0.374072,1.130262,NaN,NaN,NaN,NaN,NaN
EE_EE_01-Aug-2018_143233_01-Aug-2018_112.mat,112,23,1,1,4,80,5,1,64,60,NaN,NaN,48,52,68,80,75,NaN,NaN,NaN,NaN,NaN,1,2,1,1,1,NaN,NaN,NaN,NaN,NaN,0.666271,0.302219,0.271218,0.492115,0.334275,NaN,NaN,NaN,NaN,NaN
EE_EE_02-Nov-2018_100849_02-Nov-2018_162.mat,162,18,0,2,1,1,10,1,60,64,NaN,NaN,63,55,58,53,52,80,73,62,50,53,2,1,1,1,2,1,1,1,1,1,1.541309,1.042509,1.334122,1.567169,1.494904,1.259454,1.211010,1.326611,4.151219,0.851796
EE_EE_02-Nov-2018_100849_02-Nov-2018_162.mat,162,18,0,2,1,2,10,1,60,90,NaN,NaN,67,49,88,53,90,90,97,99,70,88,1,1,2,1,2,2,2,2,1,2,1.172198,1.034798,0.811223,0.740348,0.662329,0.712968,0.870956,0.591903,1.042369,0.518615
EE_EE_02-Nov-2018_100849_02-Nov-2018_162.mat,162,18,0,2,1,3,10,1,30,60,NaN,NaN,56,22,38,32,54,34,58,58,72,58,2,1,1,1,2,1,2,2,2,2,0.906111,0.780111,0.585196,0.797206,1.002157,0.490853,0.379863,0.506306,0.452232,0.701771
EE_EE_02-Nov-2018_100849_02-Nov-2018_162.mat,162,18,0,2,1,4,10,1,68,60,NaN,NaN,81,78,66,56,64,60,70,66,72,71,1,1,1,2,1,2,1,1,1,1,0.807347,0.785973,0.463847,0.488953,0.462629,0.855779,0.771706,0.751294,0.391785,0.980874
EE_EE_02-Nov-2018_100849_02-Nov-2018_162.mat,162,18,0,2,1,5,10,1,40,52,NaN,NaN,54,40,41,27,68,34,70,55,60,39,2,1,1,1,2,2,2,2,2,2,1.058164,0.499396,0.860243,1.123136,3.205105,0.298051,1.074376,0.823489,0.831550,0.800303
EE_EE_02-Nov-2018_100849_02-Nov-2018_162.mat,162,18,0,2,1,6,5,1,48,60,NaN,NaN,46,51,63,52,68,NaN,NaN,NaN,NaN,NaN,1,1,2,1,2,NaN,NaN,NaN,NaN,NaN,1.085332,0.627599,0.406579,0.468668,2.877313,NaN,NaN,NaN,NaN,NaN
EE_EE_02-Nov-2018_100849_02-Nov-2018_162.mat,162,18,0,2,1,7,5,3,40,52,NaN,NaN,52,59,29,55,62,NaN,NaN,NaN,NaN,NaN,2,2,1,2,2,NaN,NaN,NaN,NaN,NaN,0.727640,0.366440,0.375245,0.354632,0.482086,NaN,NaN,NaN,NaN,NaN
EE_EE_02-Nov-2018_100849_02-Nov-2018_162.mat,162,18,0,2,1,8,5,1,20,40,NaN,NaN,40,14,15,30,40,NaN,NaN,NaN,NaN,NaN,2,1,1,1,2,NaN,NaN,NaN,NaN,NaN,0.655571,0.343717,0.855100,0.680286,1.343593,NaN,NaN,NaN,NaN,NaN
