expt_name,replicationFlag,subjectID,order,age,iswoman,sessionNumber,game,gameLength,uc,m1,m2,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,rt1,rt2,rt3,rt4,rt5,rt6,rt7,rt8,rt9,rt10
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,48.000000,10.000000,2.000000,40.000000,20.000000,39.000000,15.000000,35.000000,25.000000,42.000000,36.000000,50.000000,47.000000,43.000000,29.000000,1.000000,2.000000,1.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,0.200538,0.150651,0.250784,0.133663,0.016744,0.200531
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,49.000000,10.000000,2.000000,48.000000,60.000000,57.000000,34.000000,65.000000,55.000000,51.000000,31.000000,59.000000,60.000000,66.000000,56.000000,2.000000,1.000000,2.000000,1.000000,2.000000,1.000000,2.000000,2.000000,2.000000,2.000000,NaN,NaN,NaN,NaN,0.783520,0.133362,0.167087,0.033431,0.166585,0.301466
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,50.000000,5.000000,3.000000,20.000000,40.000000,35.000000,43.000000,10.000000,50.000000,40.000000,NaN,NaN,NaN,NaN,NaN,2.000000,2.000000,1.000000,2.000000,2.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.100446,NaN,NaN,NaN,NaN,NaN
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,51.000000,10.000000,2.000000,40.000000,28.000000,31.000000,38.000000,31.000000,27.000000,43.000000,21.000000,47.000000,41.000000,37.000000,47.000000,2.000000,1.000000,1.000000,2.000000,1.000000,2.000000,1.000000,1.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,0.200427,0.366529,0.201063,0.216787,0.183747,0.267080
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,52.000000,10.000000,3.000000,56.000000,60.000000,69.000000,58.000000,59.000000,64.000000,44.000000,65.000000,72.000000,55.000000,52.000000,69.000000,2.000000,2.000000,1.000000,2.000000,2.000000,1.000000,2.000000,1.000000,2.000000,2.000000,NaN,NaN,NaN,NaN,0.100498,0.017069,0.182550,0.017243,0.217140,0.017072
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,53.000000,10.000000,1.000000,40.000000,36.000000,49.000000,43.000000,60.000000,60.000000,45.000000,60.000000,71.000000,60.000000,58.000000,76.000000,1.000000,2.000000,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,0.866782,0.700027,0.683627,0.150419,0.334498,0.333756
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,54.000000,5.000000,1.000000,40.000000,60.000000,36.000000,42.000000,36.000000,59.000000,75.000000,NaN,NaN,NaN,NaN,NaN,1.000000,1.000000,1.000000,2.000000,2.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.682865,NaN,NaN,NaN,NaN,NaN
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,55.000000,10.000000,1.000000,56.000000,60.000000,64.000000,57.000000,66.000000,67.000000,60.000000,57.000000,73.000000,56.000000,60.000000,73.000000,1.000000,1.000000,2.000000,1.000000,2.000000,1.000000,2.000000,2.000000,2.000000,2.000000,NaN,NaN,NaN,NaN,0.599459,0.116363,0.200371,0.133473,0.183645,0.167129
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,56.000000,5.000000,1.000000,20.000000,40.000000,19.000000,25.000000,17.000000,40.000000,44.000000,NaN,NaN,NaN,NaN,NaN,1.000000,1.000000,1.000000,2.000000,2.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.666815,NaN,NaN,NaN,NaN,NaN
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,57.000000,10.000000,3.000000,60.000000,52.000000,52.000000,67.000000,49.000000,51.000000,71.000000,44.000000,70.000000,54.000000,52.000000,54.000000,2.000000,1.000000,2.000000,2.000000,1.000000,2.000000,1.000000,1.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,0.666559,0.283494,0.050135,0.067030,0.167408,0.050070
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,58.000000,10.000000,1.000000,32.000000,40.000000,39.000000,38.000000,21.000000,26.000000,36.000000,38.000000,40.000000,30.000000,42.000000,38.000000,1.000000,2.000000,1.000000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,NaN,NaN,NaN,NaN,0.233782,0.100025,0.067091,0.083882,0.117542,0.550507
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,59.000000,5.000000,2.000000,40.000000,20.000000,39.000000,14.000000,34.000000,14.000000,37.000000,NaN,NaN,NaN,NaN,NaN,1.000000,2.000000,1.000000,2.000000,1.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.017077,NaN,NaN,NaN,NaN,NaN
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,60.000000,5.000000,1.000000,60.000000,56.000000,67.000000,52.000000,54.000000,62.000000,54.000000,NaN,NaN,NaN,NaN,NaN,2.000000,1.000000,1.000000,1.000000,2.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.516153,NaN,NaN,NaN,NaN,NaN
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,61.000000,10.000000,2.000000,40.000000,32.000000,31.000000,23.000000,34.000000,47.000000,49.000000,31.000000,48.000000,29.000000,43.000000,46.000000,2.000000,2.000000,1.000000,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,0.100409,0.333819,0.017225,0.166998,0.217324,0.200502
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,62.000000,5.000000,2.000000,28.000000,40.000000,20.000000,41.000000,45.000000,33.000000,43.000000,NaN,NaN,NaN,NaN,NaN,1.000000,2.000000,2.000000,1.000000,2.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.217366,NaN,NaN,NaN,NaN,NaN
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,63.000000,5.000000,1.000000,56.000000,60.000000,65.000000,70.000000,55.000000,63.000000,64.000000,NaN,NaN,NaN,NaN,NaN,1.000000,2.000000,1.000000,1.000000,2.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.266872,NaN,NaN,NaN,NaN,NaN
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,64.000000,5.000000,2.000000,60.000000,48.000000,48.000000,60.000000,49.000000,63.000000,56.000000,NaN,NaN,NaN,NaN,NaN,2.000000,1.000000,2.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.282707,NaN,NaN,NaN,NaN,NaN
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,65.000000,5.000000,2.000000,40.000000,20.000000,38.000000,20.000000,19.000000,27.000000,41.000000,NaN,NaN,NaN,NaN,NaN,1.000000,2.000000,2.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.367271,NaN,NaN,NaN,NaN,NaN
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,66.000000,10.000000,2.000000,40.000000,60.000000,46.000000,57.000000,38.000000,64.000000,55.000000,58.000000,52.000000,71.000000,57.000000,51.000000,1.000000,2.000000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,NaN,NaN,NaN,NaN,0.233873,0.150831,0.483680,0.133807,0.150366,0.383105
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,67.000000,10.000000,1.000000,40.000000,28.000000,37.000000,26.000000,19.000000,54.000000,31.000000,38.000000,17.000000,46.000000,42.000000,33.000000,1.000000,2.000000,1.000000,1.000000,2.000000,1.000000,2.000000,1.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,1.732841,0.300428,0.400269,0.434129,0.533205,0.367108
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,68.000000,5.000000,2.000000,28.000000,40.000000,18.000000,30.000000,36.000000,47.000000,42.000000,NaN,NaN,NaN,NaN,NaN,1.000000,1.000000,2.000000,2.000000,2.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.150592,NaN,NaN,NaN,NaN,NaN
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,69.000000,5.000000,3.000000,40.000000,36.000000,40.000000,36.000000,36.000000,25.000000,40.000000,NaN,NaN,NaN,NaN,NaN,2.000000,2.000000,2.000000,1.000000,2.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.300450,NaN,NaN,NaN,NaN,NaN
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,70.000000,10.000000,3.000000,40.000000,28.000000,36.000000,11.000000,17.000000,32.000000,47.000000,30.000000,28.000000,41.000000,43.000000,44.000000,2.000000,2.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,0.100101,0.050146,0.449939,0.233063,0.233228,0.283760
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,71.000000,10.000000,2.000000,40.000000,36.000000,32.000000,48.000000,42.000000,26.000000,33.000000,33.000000,28.000000,35.000000,40.000000,41.000000,2.000000,1.000000,1.000000,2.000000,1.000000,2.000000,1.000000,2.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,0.101047,0.150501,0.233794,0.017430,0.266755,0.033742
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,72.000000,10.000000,1.000000,40.000000,36.000000,38.000000,30.000000,38.000000,36.000000,40.000000,41.000000,19.000000,33.000000,38.000000,48.000000,1.000000,1.000000,1.000000,2.000000,2.000000,2.000000,2.000000,1.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,0.467082,0.367142,0.349664,0.267047,0.250301,0.149725
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,73.000000,10.000000,2.000000,52.000000,60.000000,48.000000,54.000000,69.000000,40.000000,55.000000,68.000000,58.000000,65.000000,62.000000,69.000000,2.000000,1.000000,2.000000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,NaN,NaN,NaN,NaN,0.400427,0.317987,0.367199,0.133810,0.066777,0.201356
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,74.000000,10.000000,1.000000,60.000000,40.000000,59.000000,42.000000,56.000000,62.000000,52.000000,47.000000,57.000000,75.000000,50.000000,73.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,0.885125,0.016949,0.066864,0.183668,0.201219,0.150456
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,75.000000,10.000000,3.000000,40.000000,60.000000,71.000000,51.000000,64.000000,29.000000,45.000000,63.000000,52.000000,58.000000,49.000000,73.000000,2.000000,2.000000,2.000000,1.000000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,NaN,NaN,NaN,NaN,0.633469,0.150470,0.033801,0.017130,0.083876,0.066823
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,76.000000,5.000000,2.000000,20.000000,40.000000,47.000000,22.000000,25.000000,52.000000,41.000000,NaN,NaN,NaN,NaN,NaN,2.000000,1.000000,1.000000,2.000000,2.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.350504,NaN,NaN,NaN,NaN,NaN
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,77.000000,5.000000,2.000000,32.000000,40.000000,20.000000,37.000000,23.000000,24.000000,28.000000,NaN,NaN,NaN,NaN,NaN,2.000000,2.000000,1.000000,1.000000,2.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.133794,NaN,NaN,NaN,NaN,NaN
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,78.000000,5.000000,1.000000,60.000000,40.000000,48.000000,41.000000,54.000000,66.000000,60.000000,NaN,NaN,NaN,NaN,NaN,1.000000,2.000000,1.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.400745,NaN,NaN,NaN,NaN,NaN
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,79.000000,10.000000,2.000000,56.000000,60.000000,57.000000,70.000000,62.000000,47.000000,58.000000,56.000000,53.000000,49.000000,48.000000,54.000000,2.000000,2.000000,1.000000,1.000000,2.000000,1.000000,2.000000,1.000000,2.000000,2.000000,NaN,NaN,NaN,NaN,0.234013,0.134005,0.350304,0.067102,0.016965,0.184350
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,80.000000,5.000000,1.000000,32.000000,40.000000,39.000000,39.000000,21.000000,57.000000,36.000000,NaN,NaN,NaN,NaN,NaN,1.000000,1.000000,1.000000,2.000000,2.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.300379,NaN,NaN,NaN,NaN,NaN
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,81.000000,5.000000,2.000000,48.000000,60.000000,46.000000,49.000000,58.000000,49.000000,65.000000,NaN,NaN,NaN,NaN,NaN,2.000000,1.000000,2.000000,1.000000,2.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.033823,NaN,NaN,NaN,NaN,NaN
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,82.000000,10.000000,3.000000,56.000000,60.000000,65.000000,62.000000,60.000000,72.000000,53.000000,73.000000,63.000000,60.000000,54.000000,49.000000,1.000000,2.000000,2.000000,2.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,0.533538,0.133709,0.267138,0.183764,0.183811,0.183282
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,83.000000,5.000000,2.000000,60.000000,56.000000,55.000000,56.000000,45.000000,48.000000,60.000000,NaN,NaN,NaN,NaN,NaN,2.000000,1.000000,2.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.033435,NaN,NaN,NaN,NaN,NaN
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,84.000000,10.000000,2.000000,40.000000,36.000000,45.000000,19.000000,42.000000,52.000000,33.000000,41.000000,41.000000,40.000000,43.000000,35.000000,2.000000,2.000000,1.000000,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,0.350162,0.315820,0.200600,0.199850,0.133834,0.217524
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,85.000000,10.000000,1.000000,60.000000,52.000000,71.000000,64.000000,74.000000,46.000000,50.000000,51.000000,54.000000,49.000000,43.000000,40.000000,2.000000,1.000000,1.000000,1.000000,2.000000,1.000000,2.000000,2.000000,2.000000,2.000000,NaN,NaN,NaN,NaN,0.834127,0.266985,0.200276,0.367384,0.316846,0.182921
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,86.000000,5.000000,1.000000,52.000000,60.000000,58.000000,47.000000,61.000000,53.000000,54.000000,NaN,NaN,NaN,NaN,NaN,1.000000,1.000000,2.000000,1.000000,2.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.566885,NaN,NaN,NaN,NaN,NaN
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,87.000000,5.000000,3.000000,60.000000,40.000000,38.000000,29.000000,33.000000,52.000000,71.000000,NaN,NaN,NaN,NaN,NaN,2.000000,2.000000,2.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.700472,NaN,NaN,NaN,NaN,NaN
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,88.000000,5.000000,3.000000,32.000000,40.000000,44.000000,23.000000,50.000000,43.000000,31.000000,NaN,NaN,NaN,NaN,NaN,2.000000,1.000000,2.000000,2.000000,2.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.500801,NaN,NaN,NaN,NaN,NaN
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,89.000000,5.000000,3.000000,48.000000,60.000000,59.000000,58.000000,51.000000,37.000000,57.000000,NaN,NaN,NaN,NaN,NaN,2.000000,2.000000,2.000000,1.000000,2.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.617715,NaN,NaN,NaN,NaN,NaN
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,90.000000,10.000000,2.000000,40.000000,60.000000,67.000000,28.000000,68.000000,38.000000,51.000000,63.000000,56.000000,68.000000,59.000000,54.000000,2.000000,1.000000,2.000000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,NaN,NaN,NaN,NaN,0.283627,0.183927,0.033458,0.083863,0.150517,0.167472
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,91.000000,5.000000,2.000000,20.000000,40.000000,40.000000,23.000000,47.000000,23.000000,45.000000,NaN,NaN,NaN,NaN,NaN,2.000000,1.000000,2.000000,1.000000,2.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.133925,NaN,NaN,NaN,NaN,NaN
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,92.000000,10.000000,3.000000,60.000000,40.000000,67.000000,35.000000,22.000000,54.000000,42.000000,57.000000,60.000000,69.000000,68.000000,64.000000,1.000000,2.000000,2.000000,2.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,1.083489,0.367070,0.201021,0.100218,0.133542,0.300421
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,93.000000,5.000000,2.000000,36.000000,40.000000,41.000000,28.000000,36.000000,34.000000,36.000000,NaN,NaN,NaN,NaN,NaN,2.000000,1.000000,1.000000,2.000000,2.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.217107,NaN,NaN,NaN,NaN,NaN
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,94.000000,10.000000,2.000000,60.000000,52.000000,51.000000,47.000000,53.000000,56.000000,55.000000,57.000000,73.000000,60.000000,60.000000,62.000000,1.000000,2.000000,2.000000,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,0.366334,0.167414,0.450360,0.733853,0.100378,0.334037
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,95.000000,10.000000,1.000000,48.000000,60.000000,52.000000,52.000000,33.000000,53.000000,56.000000,45.000000,59.000000,59.000000,57.000000,86.000000,2.000000,1.000000,1.000000,1.000000,2.000000,1.000000,2.000000,2.000000,2.000000,2.000000,NaN,NaN,NaN,NaN,0.616445,0.750337,0.217231,0.200550,0.267105,0.233520
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,96.000000,5.000000,3.000000,56.000000,60.000000,68.000000,60.000000,59.000000,65.000000,63.000000,NaN,NaN,NaN,NaN,NaN,2.000000,2.000000,2.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.783486,NaN,NaN,NaN,NaN,NaN
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,97.000000,5.000000,2.000000,52.000000,60.000000,51.000000,57.000000,48.000000,67.000000,41.000000,NaN,NaN,NaN,NaN,NaN,1.000000,2.000000,2.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.667151,NaN,NaN,NaN,NaN,NaN
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,98.000000,10.000000,3.000000,28.000000,40.000000,32.000000,34.000000,30.000000,40.000000,33.000000,19.000000,54.000000,35.000000,43.000000,45.000000,1.000000,2.000000,2.000000,2.000000,2.000000,1.000000,2.000000,2.000000,2.000000,2.000000,NaN,NaN,NaN,NaN,1.300753,1.667197,0.568023,0.200358,0.233530,0.167016
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,99.000000,5.000000,2.000000,32.000000,40.000000,33.000000,41.000000,34.000000,57.000000,47.000000,NaN,NaN,NaN,NaN,NaN,1.000000,2.000000,1.000000,2.000000,2.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.267115,NaN,NaN,NaN,NaN,NaN
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,100.000000,10.000000,1.000000,40.000000,60.000000,66.000000,44.000000,37.000000,35.000000,60.000000,54.000000,63.000000,68.000000,62.000000,64.000000,2.000000,1.000000,1.000000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,NaN,NaN,NaN,NaN,0.117205,0.033835,0.267247,0.183296,0.317124,0.017131
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,101.000000,5.000000,2.000000,40.000000,60.000000,65.000000,60.000000,41.000000,30.000000,58.000000,NaN,NaN,NaN,NaN,NaN,2.000000,2.000000,1.000000,1.000000,2.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.200495,NaN,NaN,NaN,NaN,NaN
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,102.000000,5.000000,3.000000,28.000000,40.000000,43.000000,44.000000,38.000000,23.000000,30.000000,NaN,NaN,NaN,NaN,NaN,2.000000,2.000000,2.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.383646,NaN,NaN,NaN,NaN,NaN
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,103.000000,10.000000,1.000000,52.000000,60.000000,62.000000,43.000000,56.000000,47.000000,68.000000,60.000000,61.000000,63.000000,59.000000,65.000000,2.000000,1.000000,1.000000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,NaN,NaN,NaN,NaN,0.483804,0.067099,0.116001,0.366980,0.183526,0.050446
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,104.000000,5.000000,1.000000,60.000000,52.000000,61.000000,65.000000,61.000000,66.000000,53.000000,NaN,NaN,NaN,NaN,NaN,1.000000,1.000000,2.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.050666,NaN,NaN,NaN,NaN,NaN
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,105.000000,5.000000,2.000000,56.000000,60.000000,37.000000,69.000000,60.000000,65.000000,58.000000,NaN,NaN,NaN,NaN,NaN,1.000000,2.000000,2.000000,1.000000,2.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.183769,NaN,NaN,NaN,NaN,NaN
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,106.000000,10.000000,2.000000,48.000000,60.000000,50.000000,68.000000,57.000000,47.000000,55.000000,60.000000,60.000000,60.000000,46.000000,69.000000,1.000000,2.000000,2.000000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,NaN,NaN,NaN,NaN,0.583341,0.150772,0.283537,0.317118,0.201027,0.050177
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,107.000000,5.000000,3.000000,40.000000,32.000000,25.000000,34.000000,43.000000,40.000000,25.000000,NaN,NaN,NaN,NaN,NaN,2.000000,1.000000,2.000000,2.000000,2.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.566473,NaN,NaN,NaN,NaN,NaN
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,108.000000,5.000000,1.000000,60.000000,48.000000,52.000000,61.000000,59.000000,69.000000,69.000000,NaN,NaN,NaN,NaN,NaN,2.000000,1.000000,1.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.266593,NaN,NaN,NaN,NaN,NaN
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,109.000000,5.000000,2.000000,40.000000,32.000000,43.000000,43.000000,42.000000,41.000000,31.000000,NaN,NaN,NaN,NaN,NaN,1.000000,2.000000,2.000000,1.000000,2.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.217081,NaN,NaN,NaN,NaN,NaN
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,110.000000,5.000000,3.000000,40.000000,20.000000,32.000000,22.000000,41.000000,17.000000,51.000000,NaN,NaN,NaN,NaN,NaN,2.000000,2.000000,1.000000,2.000000,1.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.350329,NaN,NaN,NaN,NaN,NaN
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,111.000000,10.000000,2.000000,60.000000,40.000000,27.000000,57.000000,69.000000,36.000000,38.000000,51.000000,57.000000,47.000000,68.000000,69.000000,2.000000,1.000000,1.000000,2.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,0.583453,0.217355,0.283095,0.166985,0.100604,0.167262
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,112.000000,10.000000,2.000000,60.000000,52.000000,65.000000,55.000000,51.000000,45.000000,62.000000,50.000000,56.000000,48.000000,65.000000,58.000000,1.000000,2.000000,1.000000,2.000000,2.000000,2.000000,1.000000,2.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,0.600651,0.117282,0.433551,0.150343,0.251192,0.050426
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,113.000000,10.000000,1.000000,60.000000,40.000000,54.000000,66.000000,41.000000,65.000000,56.000000,55.000000,55.000000,63.000000,73.000000,58.000000,1.000000,1.000000,2.000000,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,0.167229,0.449948,0.283758,0.316401,0.350437,0.367116
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,114.000000,10.000000,1.000000,32.000000,40.000000,19.000000,37.000000,47.000000,38.000000,32.000000,39.000000,40.000000,34.000000,36.000000,54.000000,1.000000,1.000000,2.000000,1.000000,2.000000,1.000000,2.000000,2.000000,2.000000,2.000000,NaN,NaN,NaN,NaN,0.183787,0.050256,0.332367,0.017139,0.083528,0.067087
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,115.000000,5.000000,1.000000,48.000000,60.000000,57.000000,52.000000,62.000000,53.000000,56.000000,NaN,NaN,NaN,NaN,NaN,1.000000,1.000000,2.000000,1.000000,2.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.166771,NaN,NaN,NaN,NaN,NaN
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,116.000000,5.000000,2.000000,40.000000,28.000000,54.000000,31.000000,25.000000,21.000000,47.000000,NaN,NaN,NaN,NaN,NaN,1.000000,1.000000,2.000000,2.000000,1.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.200412,NaN,NaN,NaN,NaN,NaN
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,117.000000,5.000000,2.000000,40.000000,60.000000,36.000000,82.000000,50.000000,59.000000,70.000000,NaN,NaN,NaN,NaN,NaN,1.000000,2.000000,1.000000,2.000000,2.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.233820,NaN,NaN,NaN,NaN,NaN
vertex,0,11.000000,0.000000,23.000000,0.000000,11.000000,118.000000,10.000000,1.000000,36.000000,40.000000,44.000000,19.000000,27.000000,37.000000,42.000000,42.000000,34.000000,50.000000,50.000000,38.000000,1.000000,1.000000,1.000000,2.000000,2.000000,1.000000,2.000000,1.000000,2.000000,1.000000,NaN,NaN,NaN,NaN,0.916995,0.251155,0.033809,0.800212,0.200238,0.050700
