expt_name,replicationFlag,subjectID,order,age,iswoman,sessionNumber,game,gameLength,uc,m1,m2,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,rt1,rt2,rt3,rt4,rt5,rt6,rt7,rt8,rt9,rt10
vertex,0,1.000000,0.000000,26.000000,0.000000,1.000000,12.000000,10.000000,2.000000,60.000000,48.000000,51.000000,58.000000,65.000000,63.000000,44.000000,64.000000,65.000000,61.000000,56.000000,60.000000,2.000000,1.000000,2.000000,1.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,0.349875,0.216352,0.233595,0.050157,0.167040,0.050535
vertex,0,1.000000,0.000000,26.000000,0.000000,1.000000,13.000000,10.000000,1.000000,28.000000,40.000000,34.000000,21.000000,22.000000,35.000000,41.000000,26.000000,33.000000,41.000000,43.000000,48.000000,1.000000,1.000000,1.000000,2.000000,2.000000,1.000000,2.000000,1.000000,2.000000,2.000000,NaN,NaN,NaN,NaN,0.683450,0.167491,0.117658,0.150337,0.550194,0.217728
vertex,0,1.000000,0.000000,26.000000,0.000000,1.000000,14.000000,5.000000,2.000000,28.000000,40.000000,31.000000,47.000000,19.000000,29.000000,46.000000,NaN,NaN,NaN,NaN,NaN,2.000000,2.000000,1.000000,1.000000,2.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.533766,NaN,NaN,NaN,NaN,NaN
vertex,0,1.000000,0.000000,26.000000,0.000000,1.000000,15.000000,10.000000,3.000000,36.000000,40.000000,44.000000,36.000000,38.000000,35.000000,26.000000,40.000000,47.000000,39.000000,40.000000,44.000000,2.000000,1.000000,2.000000,2.000000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,NaN,NaN,NaN,NaN,0.466790,0.283712,0.216844,0.250625,0.366919,1.169111
vertex,0,1.000000,0.000000,26.000000,0.000000,1.000000,16.000000,10.000000,3.000000,60.000000,48.000000,62.000000,50.000000,36.000000,57.000000,38.000000,66.000000,61.000000,50.000000,54.000000,56.000000,2.000000,2.000000,2.000000,1.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,0.300455,0.233465,0.016689,0.217189,0.033574,0.084100
vertex,0,1.000000,0.000000,26.000000,0.000000,1.000000,17.000000,10.000000,2.000000,36.000000,40.000000,43.000000,30.000000,32.000000,38.000000,46.000000,55.000000,35.000000,39.000000,37.000000,41.000000,1.000000,1.000000,2.000000,2.000000,1.000000,2.000000,1.000000,2.000000,1.000000,2.000000,NaN,NaN,NaN,NaN,0.400438,0.217164,0.183928,0.017056,0.017206,0.016804
vertex,0,1.000000,0.000000,26.000000,0.000000,1.000000,18.000000,5.000000,2.000000,60.000000,52.000000,56.000000,52.000000,56.000000,55.000000,52.000000,NaN,NaN,NaN,NaN,NaN,2.000000,2.000000,1.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.767408,NaN,NaN,NaN,NaN,NaN
vertex,0,1.000000,0.000000,26.000000,0.000000,1.000000,19.000000,10.000000,2.000000,60.000000,52.000000,62.000000,45.000000,44.000000,48.000000,65.000000,54.000000,73.000000,62.000000,75.000000,60.000000,1.000000,1.000000,2.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,0.450792,0.767277,0.567667,0.384820,0.250482,0.483550
vertex,0,1.000000,0.000000,26.000000,0.000000,1.000000,20.000000,10.000000,2.000000,52.000000,60.000000,51.000000,39.000000,42.000000,32.000000,30.000000,56.000000,50.000000,42.000000,28.000000,24.000000,2.000000,1.000000,1.000000,2.000000,1.000000,2.000000,1.000000,2.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,0.750079,0.200291,0.217079,0.200617,0.133619,0.117050
vertex,0,1.000000,0.000000,26.000000,0.000000,1.000000,21.000000,10.000000,1.000000,20.000000,40.000000,18.000000,36.000000,24.000000,15.000000,22.000000,33.000000,52.000000,34.000000,53.000000,53.000000,1.000000,2.000000,1.000000,1.000000,2.000000,1.000000,2.000000,2.000000,2.000000,2.000000,NaN,NaN,NaN,NaN,0.450398,0.250430,0.217178,0.184053,0.100382,0.100430
vertex,0,1.000000,0.000000,26.000000,0.000000,1.000000,22.000000,10.000000,3.000000,28.000000,40.000000,44.000000,26.000000,30.000000,36.000000,30.000000,49.000000,34.000000,21.000000,45.000000,37.000000,2.000000,2.000000,1.000000,2.000000,1.000000,2.000000,2.000000,1.000000,2.000000,2.000000,NaN,NaN,NaN,NaN,0.333661,0.233157,1.133958,0.334824,0.183484,0.300407
vertex,0,1.000000,0.000000,26.000000,0.000000,1.000000,23.000000,5.000000,2.000000,40.000000,32.000000,35.000000,38.000000,36.000000,28.000000,47.000000,NaN,NaN,NaN,NaN,NaN,1.000000,2.000000,1.000000,2.000000,1.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.217209,NaN,NaN,NaN,NaN,NaN
vertex,0,1.000000,0.000000,26.000000,0.000000,1.000000,24.000000,5.000000,2.000000,40.000000,60.000000,35.000000,53.000000,59.000000,24.000000,70.000000,NaN,NaN,NaN,NaN,NaN,1.000000,2.000000,2.000000,1.000000,2.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.568393,NaN,NaN,NaN,NaN,NaN
vertex,0,1.000000,0.000000,26.000000,0.000000,1.000000,25.000000,5.000000,2.000000,60.000000,40.000000,41.000000,58.000000,40.000000,55.000000,58.000000,NaN,NaN,NaN,NaN,NaN,2.000000,1.000000,2.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.300322,NaN,NaN,NaN,NaN,NaN
vertex,0,1.000000,0.000000,26.000000,0.000000,1.000000,26.000000,5.000000,2.000000,40.000000,36.000000,35.000000,39.000000,50.000000,40.000000,34.000000,NaN,NaN,NaN,NaN,NaN,1.000000,2.000000,1.000000,2.000000,1.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.300325,NaN,NaN,NaN,NaN,NaN
vertex,0,1.000000,0.000000,26.000000,0.000000,1.000000,27.000000,10.000000,2.000000,20.000000,40.000000,23.000000,24.000000,55.000000,38.000000,12.000000,41.000000,13.000000,37.000000,42.000000,37.000000,1.000000,1.000000,2.000000,2.000000,1.000000,2.000000,1.000000,2.000000,2.000000,2.000000,NaN,NaN,NaN,NaN,0.551249,0.217075,0.200013,0.066913,0.117625,0.283671
