expt_name,subjectID,age,gender,subjectNumber,block,game,gameLength,uc,m1,m2,gID,repeatNumber,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,rt1,rt2,rt3,rt4,rt5,rt6,rt7,rt8,rt9,rt10
SZcontrols,EE_082034_date_20150923T144317 2.mat,38.000000,0.000000,9.000000,4.000000,102.000000,5.000000,2.000000,64.000000,60.000000,NaN,NaN,50.000000,48.000000,59.000000,59.000000,52.000000,NaN,NaN,NaN,NaN,NaN,1.000000,2.000000,1.000000,2.000000,1.000000,NaN,NaN,NaN,NaN,NaN,0.359639,0.199054,0.299526,0.475147,0.700678,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_082034_date_20150923T144317 2.mat,38.000000,0.000000,9.000000,4.000000,103.000000,5.000000,1.000000,40.000000,60.000000,NaN,NaN,47.000000,55.000000,50.000000,52.000000,62.000000,NaN,NaN,NaN,NaN,NaN,1.000000,2.000000,1.000000,1.000000,2.000000,NaN,NaN,NaN,NaN,NaN,0.363481,0.202180,0.191724,0.612373,0.759471,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_082034_date_20150923T144317 2.mat,38.000000,0.000000,9.000000,4.000000,104.000000,10.000000,2.000000,40.000000,52.000000,NaN,NaN,57.000000,39.000000,46.000000,40.000000,51.000000,30.000000,62.000000,51.000000,47.000000,40.000000,2.000000,1.000000,2.000000,1.000000,2.000000,1.000000,2.000000,2.000000,2.000000,2.000000,0.301904,0.189647,0.121723,0.124636,0.642068,0.459362,0.044993,0.005551,0.194099,0.109139
SZcontrols,EE_082034_date_20150923T144317 2.mat,38.000000,0.000000,9.000000,4.000000,105.000000,5.000000,2.000000,68.000000,60.000000,NaN,NaN,59.000000,73.000000,65.000000,53.000000,61.000000,NaN,NaN,NaN,NaN,NaN,2.000000,2.000000,1.000000,1.000000,2.000000,NaN,NaN,NaN,NaN,NaN,0.365292,0.226344,0.302781,0.310629,0.734637,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_082034_date_20150923T144317 2.mat,38.000000,0.000000,9.000000,4.000000,106.000000,10.000000,1.000000,40.000000,60.000000,NaN,NaN,46.000000,61.000000,31.000000,51.000000,68.000000,61.000000,66.000000,52.000000,60.000000,67.000000,1.000000,2.000000,1.000000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,0.531649,0.106601,0.259618,0.670307,0.694609,1.341502,0.083027,0.091236,0.005692,0.005287
SZcontrols,EE_082034_date_20150923T144317 2.mat,38.000000,0.000000,9.000000,4.000000,107.000000,10.000000,1.000000,52.000000,40.000000,NaN,NaN,37.000000,37.000000,43.000000,54.000000,55.000000,56.000000,47.000000,53.000000,53.000000,31.000000,2.000000,1.000000,1.000000,1.000000,2.000000,1.000000,1.000000,2.000000,1.000000,2.000000,0.344967,0.295422,0.248800,0.274920,1.492308,0.578822,2.679310,0.098069,0.153647,0.352243
SZcontrols,EE_082034_date_20150923T144317 2.mat,38.000000,0.000000,9.000000,4.000000,108.000000,10.000000,3.000000,60.000000,68.000000,NaN,NaN,67.000000,61.000000,74.000000,62.000000,62.000000,72.000000,61.000000,70.000000,60.000000,63.000000,2.000000,2.000000,2.000000,1.000000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,0.363630,0.274835,0.436675,0.183115,0.220133,0.591485,0.186854,0.238678,0.048337,0.120533
SZcontrols,EE_082034_date_20150923T144317 2.mat,38.000000,0.000000,9.000000,4.000000,109.000000,10.000000,3.000000,60.000000,64.000000,NaN,NaN,63.000000,78.000000,44.000000,65.000000,66.000000,60.000000,60.000000,54.000000,74.000000,47.000000,2.000000,2.000000,2.000000,1.000000,1.000000,2.000000,1.000000,2.000000,1.000000,2.000000,0.368060,0.207176,0.283418,0.203857,1.119650,0.461008,0.181132,1.889374,0.206000,1.361861
SZcontrols,EE_082034_date_20150923T144317 2.mat,38.000000,0.000000,9.000000,4.000000,110.000000,5.000000,1.000000,90.000000,60.000000,NaN,NaN,95.000000,90.000000,47.000000,91.000000,95.000000,NaN,NaN,NaN,NaN,NaN,1.000000,1.000000,2.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,NaN,0.404817,0.313756,0.264749,0.107268,0.074664,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_082034_date_20150923T144317 2.mat,38.000000,0.000000,9.000000,4.000000,111.000000,10.000000,2.000000,60.000000,90.000000,NaN,NaN,56.000000,77.000000,82.000000,44.000000,98.000000,85.000000,81.000000,85.000000,83.000000,97.000000,1.000000,2.000000,2.000000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,0.405012,0.321203,0.280699,0.267147,0.133092,0.107045,0.073829,0.059922,0.084602,0.132737
SZcontrols,EE_082034_date_20150923T144317 2.mat,38.000000,0.000000,9.000000,4.000000,112.000000,5.000000,2.000000,40.000000,32.000000,NaN,NaN,25.000000,23.000000,40.000000,32.000000,44.000000,NaN,NaN,NaN,NaN,NaN,2.000000,2.000000,1.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,NaN,0.466946,0.219369,0.247709,0.226796,0.542904,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_082034_date_20150923T144317 2.mat,38.000000,0.000000,9.000000,4.000000,113.000000,5.000000,1.000000,68.000000,60.000000,NaN,NaN,67.000000,70.000000,63.000000,67.000000,70.000000,NaN,NaN,NaN,NaN,NaN,1.000000,1.000000,1.000000,2.000000,1.000000,NaN,NaN,NaN,NaN,NaN,0.291672,0.420096,0.456289,0.178833,1.958643,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_082034_date_20150923T144317 2.mat,38.000000,0.000000,9.000000,4.000000,114.000000,10.000000,1.000000,36.000000,40.000000,NaN,NaN,43.000000,29.000000,40.000000,47.000000,50.000000,29.000000,42.000000,24.000000,40.000000,55.000000,1.000000,1.000000,2.000000,1.000000,2.000000,1.000000,2.000000,2.000000,1.000000,2.000000,0.387366,0.263220,0.298357,0.282132,1.833748,0.266244,0.082800,0.867655,0.305953,0.241213
SZcontrols,EE_082034_date_20150923T144317 2.mat,38.000000,0.000000,9.000000,4.000000,115.000000,10.000000,2.000000,60.000000,56.000000,NaN,NaN,60.000000,49.000000,67.000000,68.000000,60.000000,48.000000,53.000000,44.000000,60.000000,48.000000,1.000000,2.000000,2.000000,1.000000,1.000000,2.000000,1.000000,1.000000,2.000000,2.000000,0.468483,0.141134,0.228025,0.208298,1.036830,0.174078,0.005570,0.197306,0.168313,2.259975
SZcontrols,EE_082034_date_20150923T144317 2.mat,38.000000,0.000000,9.000000,4.000000,116.000000,10.000000,2.000000,60.000000,48.000000,NaN,NaN,61.000000,69.000000,50.000000,51.000000,53.000000,49.000000,68.000000,71.000000,56.000000,60.000000,1.000000,1.000000,2.000000,2.000000,1.000000,2.000000,1.000000,1.000000,1.000000,1.000000,0.378855,0.247423,0.251119,0.292393,0.470001,0.655171,0.023618,0.012225,0.005546,0.065301
SZcontrols,EE_082034_date_20150923T144317 2.mat,38.000000,0.000000,9.000000,4.000000,117.000000,5.000000,2.000000,60.000000,48.000000,NaN,NaN,57.000000,65.000000,49.000000,54.000000,60.000000,NaN,NaN,NaN,NaN,NaN,1.000000,1.000000,2.000000,2.000000,1.000000,NaN,NaN,NaN,NaN,NaN,0.345551,0.263889,0.258369,0.348926,0.490249,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_082034_date_20150923T144317 2.mat,38.000000,0.000000,9.000000,4.000000,118.000000,10.000000,2.000000,40.000000,60.000000,NaN,NaN,28.000000,46.000000,42.000000,53.000000,70.000000,55.000000,72.000000,54.000000,51.000000,68.000000,1.000000,2.000000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,0.354953,0.312328,0.272131,0.218814,0.318683,0.150091,0.162176,0.176069,0.076293,0.108494
SZcontrols,EE_082034_date_20150923T144317 2.mat,38.000000,0.000000,9.000000,4.000000,119.000000,10.000000,3.000000,60.000000,40.000000,NaN,NaN,54.000000,37.000000,34.000000,57.000000,76.000000,57.000000,58.000000,52.000000,53.000000,55.000000,2.000000,2.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.268497,0.223007,0.472873,0.163505,0.216684,0.172127,0.353051,0.157642,0.090438,0.033321
SZcontrols,EE_082034_date_20150923T144317 2.mat,38.000000,0.000000,9.000000,4.000000,120.000000,10.000000,1.000000,28.000000,40.000000,NaN,NaN,38.000000,22.000000,31.000000,29.000000,39.000000,50.000000,36.000000,35.000000,48.000000,41.000000,2.000000,1.000000,1.000000,1.000000,2.000000,2.000000,1.000000,2.000000,2.000000,2.000000,0.443502,0.286636,0.318857,0.391033,0.818464,0.573725,0.752637,0.213907,0.048310,0.005525
SZcontrols,EE_082034_date_20150923T144317.mat,38.000000,0.000000,10.000000,1.000000,1.000000,10.000000,2.000000,20.000000,40.000000,NaN,NaN,45.000000,25.000000,38.000000,12.000000,38.000000,42.000000,44.000000,35.000000,42.000000,45.000000,2.000000,1.000000,2.000000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,1.288973,0.775611,0.517132,0.443744,2.959068,1.809102,3.794067,0.385411,0.661652,0.670985
SZcontrols,EE_082034_date_20150923T144317.mat,38.000000,0.000000,10.000000,1.000000,2.000000,10.000000,2.000000,40.000000,70.000000,NaN,NaN,71.000000,35.000000,71.000000,26.000000,61.000000,55.000000,61.000000,61.000000,67.000000,69.000000,2.000000,1.000000,2.000000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,1.860383,0.733118,0.379073,0.385545,0.645384,0.808052,0.379644,0.375413,0.245564,0.543375
SZcontrols,EE_082034_date_20150923T144317.mat,38.000000,0.000000,10.000000,1.000000,3.000000,5.000000,2.000000,40.000000,60.000000,NaN,NaN,50.000000,43.000000,46.000000,45.000000,61.000000,NaN,NaN,NaN,NaN,NaN,2.000000,1.000000,1.000000,2.000000,2.000000,NaN,NaN,NaN,NaN,NaN,1.013867,0.466022,0.723842,0.411402,4.951030,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_082034_date_20150923T144317.mat,38.000000,0.000000,10.000000,1.000000,4.000000,10.000000,2.000000,52.000000,60.000000,NaN,NaN,52.000000,51.000000,57.000000,54.000000,67.000000,58.000000,68.000000,57.000000,68.000000,65.000000,2.000000,1.000000,2.000000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,0.918331,0.343186,0.324797,0.355413,7.666967,1.048394,0.584985,0.326277,0.381937,0.594251
SZcontrols,EE_082034_date_20150923T144317.mat,38.000000,0.000000,10.000000,1.000000,5.000000,10.000000,2.000000,40.000000,36.000000,NaN,NaN,32.000000,32.000000,38.000000,33.000000,37.000000,52.000000,38.000000,33.000000,36.000000,48.000000,2.000000,1.000000,1.000000,2.000000,1.000000,2.000000,1.000000,2.000000,1.000000,1.000000,0.837528,0.352145,0.471100,0.401056,0.981120,1.674130,2.849248,0.191341,2.867850,0.721867
SZcontrols,EE_082034_date_20150923T144317.mat,38.000000,0.000000,10.000000,1.000000,6.000000,5.000000,1.000000,64.000000,60.000000,NaN,NaN,74.000000,51.000000,72.000000,76.000000,64.000000,NaN,NaN,NaN,NaN,NaN,2.000000,1.000000,1.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,NaN,0.697201,0.369146,0.495313,2.679493,2.533032,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_082034_date_20150923T144317.mat,38.000000,0.000000,10.000000,1.000000,7.000000,10.000000,2.000000,36.000000,40.000000,NaN,NaN,40.000000,34.000000,31.000000,37.000000,41.000000,30.000000,47.000000,41.000000,44.000000,45.000000,2.000000,2.000000,1.000000,1.000000,2.000000,1.000000,2.000000,2.000000,2.000000,2.000000,0.513746,0.537623,0.464988,0.978801,1.607413,1.112812,0.407556,0.379543,0.320765,1.064446
SZcontrols,EE_082034_date_20150923T144317.mat,38.000000,0.000000,10.000000,1.000000,8.000000,5.000000,1.000000,48.000000,60.000000,NaN,NaN,56.000000,59.000000,48.000000,48.000000,71.000000,NaN,NaN,NaN,NaN,NaN,2.000000,1.000000,1.000000,1.000000,2.000000,NaN,NaN,NaN,NaN,NaN,2.400642,0.394530,0.838151,3.001673,3.153418,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_082034_date_20150923T144317.mat,38.000000,0.000000,10.000000,1.000000,9.000000,5.000000,3.000000,52.000000,40.000000,NaN,NaN,46.000000,46.000000,47.000000,56.000000,47.000000,NaN,NaN,NaN,NaN,NaN,2.000000,1.000000,2.000000,2.000000,2.000000,NaN,NaN,NaN,NaN,NaN,0.819217,3.239832,0.485660,0.831833,8.226065,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_082034_date_20150923T144317.mat,38.000000,0.000000,10.000000,1.000000,10.000000,10.000000,1.000000,44.000000,40.000000,NaN,NaN,49.000000,43.000000,33.000000,41.000000,40.000000,44.000000,49.000000,36.000000,45.000000,49.000000,1.000000,2.000000,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.633734,0.275648,0.317344,0.636951,3.192639,0.320062,4.727877,0.391068,0.316004,0.235538
SZcontrols,EE_082034_date_20150923T144317.mat,38.000000,0.000000,10.000000,1.000000,11.000000,5.000000,3.000000,80.000000,60.000000,NaN,NaN,61.000000,57.000000,48.000000,86.000000,80.000000,NaN,NaN,NaN,NaN,NaN,2.000000,2.000000,2.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,NaN,0.567173,2.923980,0.536577,0.504328,0.543256,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_082034_date_20150923T144317.mat,38.000000,0.000000,10.000000,1.000000,12.000000,10.000000,1.000000,30.000000,60.000000,NaN,NaN,55.000000,17.000000,31.000000,33.000000,66.000000,65.000000,65.000000,57.000000,68.000000,65.000000,2.000000,1.000000,1.000000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,0.526658,0.308757,0.381393,0.570391,1.296579,0.871374,0.310813,0.238300,1.209840,0.131665
SZcontrols,EE_082034_date_20150923T144317.mat,38.000000,0.000000,10.000000,1.000000,13.000000,10.000000,2.000000,52.000000,60.000000,NaN,NaN,61.000000,59.000000,63.000000,42.000000,63.000000,46.000000,71.000000,58.000000,59.000000,51.000000,1.000000,2.000000,2.000000,1.000000,2.000000,1.000000,2.000000,2.000000,2.000000,2.000000,0.516135,0.356217,0.530986,0.346071,1.096247,0.375703,0.117516,0.125572,0.116505,0.203839
SZcontrols,EE_082034_date_20150923T144317.mat,38.000000,0.000000,10.000000,1.000000,14.000000,5.000000,2.000000,90.000000,60.000000,NaN,NaN,92.000000,68.000000,94.000000,59.000000,99.000000,NaN,NaN,NaN,NaN,NaN,1.000000,2.000000,1.000000,2.000000,1.000000,NaN,NaN,NaN,NaN,NaN,0.567768,0.351455,0.301105,0.287528,0.712277,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_082034_date_20150923T144317.mat,38.000000,0.000000,10.000000,1.000000,15.000000,5.000000,2.000000,60.000000,56.000000,NaN,NaN,53.000000,53.000000,51.000000,49.000000,60.000000,NaN,NaN,NaN,NaN,NaN,2.000000,2.000000,1.000000,1.000000,2.000000,NaN,NaN,NaN,NaN,NaN,0.446860,0.401994,0.357883,0.349375,1.554474,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_082034_date_20150923T144317.mat,38.000000,0.000000,10.000000,1.000000,16.000000,10.000000,3.000000,40.000000,48.000000,NaN,NaN,56.000000,41.000000,43.000000,38.000000,46.000000,34.000000,39.000000,37.000000,40.000000,46.000000,2.000000,2.000000,1.000000,2.000000,2.000000,1.000000,2.000000,2.000000,2.000000,2.000000,0.488180,0.329131,0.360341,0.590954,3.058711,0.856095,0.210007,0.508884,0.637066,1.023647
SZcontrols,EE_082034_date_20150923T144317.mat,38.000000,0.000000,10.000000,1.000000,17.000000,10.000000,2.000000,40.000000,70.000000,NaN,NaN,56.000000,35.000000,86.000000,71.000000,62.000000,80.000000,65.000000,66.000000,77.000000,59.000000,1.000000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,0.624769,0.414315,0.354378,0.463944,0.864627,0.249859,0.157377,0.114888,0.082676,0.115897
SZcontrols,EE_082034_date_20150923T144317.mat,38.000000,0.000000,10.000000,1.000000,18.000000,10.000000,3.000000,40.000000,32.000000,NaN,NaN,22.000000,37.000000,29.000000,44.000000,49.000000,20.000000,35.000000,46.000000,41.000000,36.000000,2.000000,2.000000,2.000000,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,1.000000,0.580825,1.434392,0.650314,0.325654,1.820923,1.893435,0.035149,0.111590,0.014402,0.121735
SZcontrols,EE_082034_date_20150923T144317.mat,38.000000,0.000000,10.000000,1.000000,19.000000,10.000000,3.000000,52.000000,40.000000,NaN,NaN,46.000000,45.000000,43.000000,51.000000,74.000000,58.000000,46.000000,59.000000,43.000000,41.000000,2.000000,1.000000,2.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.593267,0.326782,0.295134,0.502347,2.599394,0.582804,0.284792,0.292327,0.221110,0.216803
SZcontrols,EE_082034_date_20150923T144317.mat,38.000000,0.000000,10.000000,1.000000,20.000000,10.000000,3.000000,40.000000,20.000000,NaN,NaN,18.000000,22.000000,15.000000,43.000000,43.000000,37.000000,35.000000,35.000000,47.000000,25.000000,2.000000,2.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.614203,0.368980,0.543695,0.294815,1.007532,0.250540,0.164486,0.648850,0.164000,0.832499
SZcontrols,EE_082034_date_20150923T144317.mat,38.000000,0.000000,10.000000,1.000000,21.000000,5.000000,3.000000,40.000000,20.000000,NaN,NaN,14.000000,37.000000,28.000000,19.000000,45.000000,NaN,NaN,NaN,NaN,NaN,2.000000,1.000000,2.000000,2.000000,1.000000,NaN,NaN,NaN,NaN,NaN,0.396031,0.280184,0.289903,0.330000,0.833476,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_082034_date_20150923T144317.mat,38.000000,0.000000,10.000000,1.000000,22.000000,5.000000,3.000000,40.000000,70.000000,NaN,NaN,39.000000,81.000000,69.000000,74.000000,67.000000,NaN,NaN,NaN,NaN,NaN,1.000000,2.000000,2.000000,2.000000,2.000000,NaN,NaN,NaN,NaN,NaN,0.508554,0.293879,0.319440,0.758323,1.115742,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_082034_date_20150923T144317.mat,38.000000,0.000000,10.000000,1.000000,23.000000,10.000000,2.000000,10.000000,40.000000,NaN,NaN,1.000000,35.000000,8.000000,48.000000,41.000000,31.000000,42.000000,31.000000,32.000000,35.000000,1.000000,2.000000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,0.403676,0.366934,0.357062,0.370421,1.447671,0.640973,0.106910,0.042931,0.062270,0.005454
SZcontrols,EE_082034_date_20150923T144317.mat,38.000000,0.000000,10.000000,1.000000,24.000000,10.000000,2.000000,48.000000,60.000000,NaN,NaN,46.000000,41.000000,81.000000,68.000000,62.000000,52.000000,51.000000,64.000000,73.000000,46.000000,1.000000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,0.546834,0.633764,0.284227,0.342517,0.493442,0.205238,0.098760,1.825982,2.475092,0.161269
SZcontrols,EE_082034_date_20150923T144317.mat,38.000000,0.000000,10.000000,1.000000,25.000000,5.000000,1.000000,40.000000,48.000000,NaN,NaN,39.000000,24.000000,39.000000,37.000000,39.000000,NaN,NaN,NaN,NaN,NaN,1.000000,1.000000,2.000000,1.000000,2.000000,NaN,NaN,NaN,NaN,NaN,0.598731,0.324291,0.268252,0.421258,1.168710,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_082034_date_20150923T144317.mat,38.000000,0.000000,10.000000,1.000000,26.000000,10.000000,2.000000,52.000000,40.000000,NaN,NaN,38.000000,33.000000,55.000000,48.000000,53.000000,62.000000,53.000000,44.000000,45.000000,51.000000,2.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.404892,0.314245,0.290580,0.307839,0.507303,0.187252,0.200066,0.220169,0.175079,0.302603
SZcontrols,EE_082034_date_20150923T144317.mat,38.000000,0.000000,10.000000,1.000000,27.000000,10.000000,2.000000,72.000000,60.000000,NaN,NaN,59.000000,86.000000,54.000000,69.000000,79.000000,76.000000,78.000000,78.000000,60.000000,76.000000,2.000000,1.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.342857,0.286405,0.310264,0.174591,0.997404,0.472356,0.121419,0.128352,0.103727,0.207543
SZcontrols,EE_082034_date_20150923T144317.mat,38.000000,0.000000,10.000000,1.000000,28.000000,10.000000,3.000000,60.000000,64.000000,NaN,NaN,62.000000,62.000000,56.000000,52.000000,67.000000,78.000000,55.000000,83.000000,76.000000,65.000000,2.000000,2.000000,2.000000,1.000000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,0.379901,0.298291,0.395075,0.304827,1.224013,0.746800,0.743237,0.437699,0.200646,0.165355
SZcontrols,EE_082034_date_20150923T144317.mat,38.000000,0.000000,10.000000,1.000000,29.000000,5.000000,2.000000,20.000000,40.000000,NaN,NaN,43.000000,27.000000,14.000000,37.000000,36.000000,NaN,NaN,NaN,NaN,NaN,2.000000,1.000000,1.000000,2.000000,2.000000,NaN,NaN,NaN,NaN,NaN,0.531305,0.257428,0.372297,0.257824,1.059272,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_082034_date_20150923T144317.mat,38.000000,0.000000,10.000000,1.000000,30.000000,5.000000,2.000000,60.000000,72.000000,NaN,NaN,75.000000,99.000000,66.000000,62.000000,87.000000,NaN,NaN,NaN,NaN,NaN,2.000000,2.000000,1.000000,1.000000,2.000000,NaN,NaN,NaN,NaN,NaN,0.572222,0.426233,0.349209,0.338786,0.257728,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_082034_date_20150923T144317.mat,38.000000,0.000000,10.000000,2.000000,31.000000,10.000000,1.000000,48.000000,40.000000,NaN,NaN,43.000000,54.000000,52.000000,50.000000,38.000000,49.000000,34.000000,45.000000,35.000000,37.000000,1.000000,2.000000,1.000000,1.000000,2.000000,2.000000,1.000000,2.000000,2.000000,2.000000,0.686457,0.263453,0.273238,0.482050,1.460444,1.987310,0.246410,1.319364,1.534392,0.169791
SZcontrols,EE_082034_date_20150923T144317.mat,38.000000,0.000000,10.000000,2.000000,32.000000,5.000000,2.000000,40.000000,10.000000,NaN,NaN,45.000000,34.000000,12.000000,1.000000,37.000000,NaN,NaN,NaN,NaN,NaN,1.000000,1.000000,2.000000,2.000000,1.000000,NaN,NaN,NaN,NaN,NaN,0.399038,0.243336,0.287267,0.288117,0.928666,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_082034_date_20150923T144317.mat,38.000000,0.000000,10.000000,2.000000,33.000000,5.000000,2.000000,48.000000,40.000000,NaN,NaN,41.000000,33.000000,46.000000,49.000000,50.000000,NaN,NaN,NaN,NaN,NaN,2.000000,2.000000,1.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,NaN,0.429562,0.306730,0.282152,0.259591,0.813460,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_082034_date_20150923T144317.mat,38.000000,0.000000,10.000000,2.000000,34.000000,10.000000,3.000000,70.000000,40.000000,NaN,NaN,90.000000,41.000000,58.000000,62.000000,80.000000,81.000000,57.000000,86.000000,61.000000,72.000000,1.000000,2.000000,2.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.417298,0.301596,0.366356,0.694783,1.307324,0.178194,0.103798,0.407609,0.388604,0.224996
SZcontrols,EE_082034_date_20150923T144317.mat,38.000000,0.000000,10.000000,2.000000,35.000000,10.000000,1.000000,32.000000,40.000000,NaN,NaN,49.000000,33.000000,30.000000,41.000000,39.000000,36.000000,40.000000,43.000000,29.000000,42.000000,1.000000,2.000000,1.000000,1.000000,2.000000,1.000000,1.000000,2.000000,1.000000,2.000000,0.373540,0.312003,0.249845,0.323067,0.843138,0.165628,1.066158,0.243328,0.309834,0.189002
SZcontrols,EE_082034_date_20150923T144317.mat,38.000000,0.000000,10.000000,2.000000,36.000000,5.000000,2.000000,64.000000,60.000000,NaN,NaN,59.000000,70.000000,53.000000,60.000000,79.000000,NaN,NaN,NaN,NaN,NaN,2.000000,1.000000,2.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,NaN,0.514173,0.281411,0.313708,0.520498,0.426043,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_082034_date_20150923T144317.mat,38.000000,0.000000,10.000000,2.000000,37.000000,10.000000,2.000000,40.000000,44.000000,NaN,NaN,50.000000,43.000000,47.000000,51.000000,20.000000,50.000000,54.000000,46.000000,32.000000,33.000000,2.000000,2.000000,1.000000,1.000000,1.000000,2.000000,2.000000,1.000000,2.000000,2.000000,0.395745,0.313877,0.248719,0.180525,1.144726,0.349938,1.933670,1.376909,0.139827,0.105925
SZcontrols,EE_082034_date_20150923T144317.mat,38.000000,0.000000,10.000000,2.000000,38.000000,5.000000,3.000000,40.000000,28.000000,NaN,NaN,30.000000,38.000000,22.000000,28.000000,26.000000,NaN,NaN,NaN,NaN,NaN,2.000000,2.000000,2.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,NaN,0.379555,0.368485,0.613661,0.296707,3.161504,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_082034_date_20150923T144317.mat,38.000000,0.000000,10.000000,2.000000,39.000000,5.000000,1.000000,52.000000,40.000000,NaN,NaN,52.000000,59.000000,54.000000,40.000000,48.000000,NaN,NaN,NaN,NaN,NaN,1.000000,1.000000,1.000000,2.000000,1.000000,NaN,NaN,NaN,NaN,NaN,0.372060,0.305841,0.337206,0.296748,0.232066,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_082034_date_20150923T144317.mat,38.000000,0.000000,10.000000,2.000000,40.000000,5.000000,3.000000,68.000000,60.000000,NaN,NaN,55.000000,66.000000,53.000000,74.000000,72.000000,NaN,NaN,NaN,NaN,NaN,2.000000,2.000000,2.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,NaN,0.331919,0.284589,0.332444,0.212809,0.160833,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_082034_date_20150923T144317.mat,38.000000,0.000000,10.000000,2.000000,41.000000,10.000000,2.000000,40.000000,60.000000,NaN,NaN,64.000000,59.000000,46.000000,33.000000,71.000000,64.000000,73.000000,44.000000,56.000000,62.000000,2.000000,2.000000,1.000000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,0.430905,0.306541,0.394873,0.326477,1.014847,0.417447,0.347481,0.130044,0.375663,0.157272
SZcontrols,EE_082034_date_20150923T144317.mat,38.000000,0.000000,10.000000,2.000000,42.000000,10.000000,3.000000,60.000000,80.000000,NaN,NaN,99.000000,76.000000,65.000000,72.000000,63.000000,72.000000,82.000000,75.000000,84.000000,80.000000,2.000000,2.000000,1.000000,2.000000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,0.370756,0.329238,0.279739,0.952459,1.381895,0.274060,0.195696,0.126680,0.126460,0.061670
SZcontrols,EE_082034_date_20150923T144317.mat,38.000000,0.000000,10.000000,2.000000,43.000000,5.000000,1.000000,56.000000,60.000000,NaN,NaN,80.000000,51.000000,68.000000,77.000000,47.000000,NaN,NaN,NaN,NaN,NaN,1.000000,1.000000,2.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,NaN,0.398619,0.308801,0.275654,0.500846,2.252845,NaN,NaN,NaN,NaN,NaN
