expt_name,subjectID,age,gender,subjectNumber,block,game,gameLength,uc,m1,m2,gID,repeatNumber,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,rt1,rt2,rt3,rt4,rt5,rt6,rt7,rt8,rt9,rt10
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,1.000000,1.000000,10.000000,2.000000,20.000000,40.000000,NaN,NaN,45.000000,25.000000,38.000000,12.000000,38.000000,42.000000,44.000000,35.000000,42.000000,45.000000,2.000000,1.000000,2.000000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,1.682626,1.032191,1.178702,1.069150,4.502365,2.624624,1.071699,0.623271,2.306085,2.055067
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,1.000000,2.000000,10.000000,2.000000,40.000000,70.000000,NaN,NaN,71.000000,35.000000,71.000000,26.000000,61.000000,55.000000,61.000000,61.000000,67.000000,69.000000,2.000000,1.000000,2.000000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.301478,1.068451,0.493363,0.829458,1.584975,0.811752,1.207526,0.865032,1.369456,1.478371
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,1.000000,3.000000,5.000000,2.000000,40.000000,60.000000,NaN,NaN,50.000000,43.000000,46.000000,45.000000,61.000000,NaN,NaN,NaN,NaN,NaN,2.000000,1.000000,1.000000,2.000000,2.000000,NaN,NaN,NaN,NaN,NaN,1.349469,0.771498,3.191858,2.736093,2.563454,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,1.000000,4.000000,10.000000,2.000000,52.000000,60.000000,NaN,NaN,52.000000,51.000000,57.000000,54.000000,67.000000,58.000000,68.000000,57.000000,68.000000,65.000000,2.000000,1.000000,2.000000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,1.253618,0.527236,0.879085,0.496410,5.255324,0.306786,0.329684,0.274664,0.371664,1.344934
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,1.000000,5.000000,10.000000,2.000000,40.000000,36.000000,NaN,NaN,32.000000,32.000000,38.000000,33.000000,37.000000,48.000000,38.000000,49.000000,36.000000,48.000000,2.000000,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.141242,1.274570,0.868803,0.981894,4.777466,0.352225,0.524915,0.308501,0.228624,1.551818
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,1.000000,6.000000,5.000000,1.000000,64.000000,60.000000,NaN,NaN,74.000000,51.000000,72.000000,76.000000,57.000000,NaN,NaN,NaN,NaN,NaN,2.000000,1.000000,1.000000,1.000000,2.000000,NaN,NaN,NaN,NaN,NaN,0.948231,0.370511,1.280930,2.586170,3.778388,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,1.000000,7.000000,10.000000,2.000000,36.000000,40.000000,NaN,NaN,40.000000,34.000000,31.000000,37.000000,41.000000,43.000000,47.000000,41.000000,44.000000,45.000000,2.000000,2.000000,1.000000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,1.003209,1.198889,1.154401,0.719565,7.710767,0.210344,0.247134,0.329634,0.329007,0.511331
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,1.000000,8.000000,5.000000,1.000000,48.000000,60.000000,NaN,NaN,56.000000,59.000000,48.000000,48.000000,71.000000,NaN,NaN,NaN,NaN,NaN,2.000000,1.000000,1.000000,1.000000,2.000000,NaN,NaN,NaN,NaN,NaN,25.510755,0.640435,19.450674,1.271623,4.023801,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,1.000000,9.000000,5.000000,3.000000,52.000000,40.000000,NaN,NaN,46.000000,46.000000,47.000000,56.000000,47.000000,NaN,NaN,NaN,NaN,NaN,2.000000,1.000000,2.000000,2.000000,2.000000,NaN,NaN,NaN,NaN,NaN,0.764887,0.354494,0.609323,2.517395,1.681491,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,1.000000,10.000000,10.000000,1.000000,44.000000,40.000000,NaN,NaN,49.000000,43.000000,33.000000,41.000000,40.000000,25.000000,23.000000,36.000000,45.000000,49.000000,1.000000,2.000000,1.000000,1.000000,2.000000,2.000000,2.000000,1.000000,1.000000,1.000000,0.784430,0.734309,0.395827,2.097555,13.014218,0.341973,0.836691,0.711523,1.878814,0.869444
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,1.000000,11.000000,5.000000,3.000000,80.000000,60.000000,NaN,NaN,61.000000,57.000000,48.000000,86.000000,80.000000,NaN,NaN,NaN,NaN,NaN,2.000000,2.000000,2.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,NaN,1.039088,2.137962,2.405234,2.022775,2.846522,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,1.000000,12.000000,10.000000,1.000000,30.000000,60.000000,NaN,NaN,55.000000,17.000000,31.000000,33.000000,66.000000,65.000000,65.000000,57.000000,68.000000,65.000000,2.000000,1.000000,1.000000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,0.790726,0.458012,0.636655,0.639891,3.441864,1.173729,0.498034,0.418656,0.749452,1.171251
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,1.000000,13.000000,10.000000,2.000000,52.000000,60.000000,NaN,NaN,61.000000,59.000000,63.000000,42.000000,63.000000,61.000000,71.000000,58.000000,59.000000,51.000000,1.000000,2.000000,2.000000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,0.639184,0.394908,0.551603,0.669276,4.062205,0.402059,0.365988,0.458413,0.469880,0.373634
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,1.000000,14.000000,5.000000,2.000000,90.000000,60.000000,NaN,NaN,92.000000,68.000000,94.000000,59.000000,99.000000,NaN,NaN,NaN,NaN,NaN,1.000000,2.000000,1.000000,2.000000,1.000000,NaN,NaN,NaN,NaN,NaN,0.707924,0.396539,0.696935,2.296833,1.309697,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,1.000000,15.000000,5.000000,2.000000,60.000000,56.000000,NaN,NaN,53.000000,53.000000,51.000000,49.000000,60.000000,NaN,NaN,NaN,NaN,NaN,2.000000,2.000000,1.000000,1.000000,2.000000,NaN,NaN,NaN,NaN,NaN,0.869403,1.207287,1.042603,1.356062,1.225219,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,1.000000,16.000000,10.000000,3.000000,40.000000,48.000000,NaN,NaN,56.000000,41.000000,43.000000,38.000000,46.000000,22.000000,43.000000,36.000000,40.000000,46.000000,2.000000,2.000000,1.000000,2.000000,2.000000,2.000000,1.000000,1.000000,2.000000,2.000000,0.723345,0.689615,1.082977,0.826884,18.317304,1.135718,0.677108,2.966157,2.534993,4.235811
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,1.000000,17.000000,10.000000,2.000000,40.000000,70.000000,NaN,NaN,56.000000,35.000000,86.000000,71.000000,62.000000,80.000000,65.000000,66.000000,77.000000,59.000000,1.000000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,0.800248,0.540284,0.881977,0.594374,4.110868,0.384968,0.317424,0.533698,0.362777,0.400322
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,1.000000,18.000000,10.000000,3.000000,40.000000,32.000000,NaN,NaN,22.000000,37.000000,29.000000,44.000000,49.000000,48.000000,35.000000,46.000000,41.000000,36.000000,2.000000,2.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.781592,0.522630,0.465298,1.939133,4.320003,0.833150,0.611232,0.366816,0.380695,0.375961
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,1.000000,19.000000,10.000000,3.000000,52.000000,40.000000,NaN,NaN,46.000000,45.000000,43.000000,51.000000,43.000000,58.000000,46.000000,59.000000,43.000000,41.000000,2.000000,1.000000,2.000000,2.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.749692,0.347267,0.329186,3.873011,26.564542,1.041291,1.009684,2.445358,1.116227,2.899118
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,1.000000,20.000000,10.000000,3.000000,40.000000,20.000000,NaN,NaN,18.000000,22.000000,15.000000,43.000000,43.000000,37.000000,35.000000,35.000000,47.000000,25.000000,2.000000,2.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.759643,0.452658,0.598718,4.594309,5.816858,0.570909,1.391984,0.450757,0.364770,0.289518
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,1.000000,21.000000,5.000000,3.000000,40.000000,20.000000,NaN,NaN,14.000000,37.000000,28.000000,19.000000,45.000000,NaN,NaN,NaN,NaN,NaN,2.000000,1.000000,2.000000,2.000000,1.000000,NaN,NaN,NaN,NaN,NaN,0.778438,0.318722,0.431955,0.779534,0.702667,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,1.000000,22.000000,5.000000,3.000000,40.000000,70.000000,NaN,NaN,39.000000,81.000000,69.000000,74.000000,67.000000,NaN,NaN,NaN,NaN,NaN,1.000000,2.000000,2.000000,2.000000,2.000000,NaN,NaN,NaN,NaN,NaN,0.934071,0.325460,0.636936,2.135010,2.050842,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,1.000000,23.000000,10.000000,2.000000,10.000000,40.000000,NaN,NaN,1.000000,35.000000,8.000000,48.000000,41.000000,31.000000,42.000000,31.000000,32.000000,35.000000,1.000000,2.000000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,0.668277,0.379994,0.536478,0.639028,2.593160,0.770758,0.550715,0.357962,0.403768,0.519636
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,1.000000,24.000000,10.000000,2.000000,48.000000,60.000000,NaN,NaN,46.000000,41.000000,81.000000,68.000000,62.000000,52.000000,51.000000,64.000000,73.000000,46.000000,1.000000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,0.653378,0.496603,1.288570,0.424146,0.979930,0.434440,0.346623,0.439944,1.010893,0.364086
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,1.000000,25.000000,5.000000,1.000000,40.000000,48.000000,NaN,NaN,39.000000,24.000000,39.000000,37.000000,39.000000,NaN,NaN,NaN,NaN,NaN,1.000000,1.000000,2.000000,1.000000,2.000000,NaN,NaN,NaN,NaN,NaN,0.810690,1.285818,0.309263,2.958353,3.807908,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,1.000000,26.000000,10.000000,2.000000,52.000000,40.000000,NaN,NaN,38.000000,33.000000,55.000000,48.000000,53.000000,62.000000,53.000000,44.000000,45.000000,51.000000,2.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.756960,0.612521,0.543805,0.735192,7.476184,0.347123,0.313452,0.729556,0.519691,0.750208
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,1.000000,27.000000,10.000000,2.000000,72.000000,60.000000,NaN,NaN,59.000000,86.000000,54.000000,69.000000,79.000000,76.000000,78.000000,78.000000,60.000000,76.000000,2.000000,1.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.547728,0.426219,0.828919,1.496103,1.717505,0.579473,0.721697,0.319880,0.271353,0.800896
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,1.000000,28.000000,10.000000,3.000000,60.000000,64.000000,NaN,NaN,62.000000,62.000000,56.000000,52.000000,70.000000,78.000000,55.000000,83.000000,76.000000,65.000000,2.000000,2.000000,2.000000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,0.594897,0.871976,0.929684,2.679537,1.037298,0.430276,1.057064,0.762566,0.326513,0.325244
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,1.000000,29.000000,5.000000,2.000000,20.000000,40.000000,NaN,NaN,43.000000,27.000000,14.000000,37.000000,36.000000,NaN,NaN,NaN,NaN,NaN,2.000000,1.000000,1.000000,2.000000,2.000000,NaN,NaN,NaN,NaN,NaN,0.827421,0.295275,0.512128,0.799676,2.324085,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,1.000000,30.000000,5.000000,2.000000,60.000000,72.000000,NaN,NaN,75.000000,99.000000,66.000000,62.000000,87.000000,NaN,NaN,NaN,NaN,NaN,2.000000,2.000000,1.000000,1.000000,2.000000,NaN,NaN,NaN,NaN,NaN,0.535891,0.437908,0.600291,0.725164,0.908529,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,2.000000,31.000000,10.000000,1.000000,48.000000,40.000000,NaN,NaN,43.000000,54.000000,52.000000,50.000000,38.000000,39.000000,31.000000,45.000000,35.000000,53.000000,1.000000,2.000000,1.000000,1.000000,2.000000,1.000000,2.000000,2.000000,2.000000,1.000000,0.732160,0.570576,0.625892,2.827206,3.258423,1.591486,0.841965,2.259982,1.027366,7.196465
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,2.000000,32.000000,5.000000,2.000000,40.000000,10.000000,NaN,NaN,45.000000,34.000000,12.000000,1.000000,37.000000,NaN,NaN,NaN,NaN,NaN,1.000000,1.000000,2.000000,2.000000,1.000000,NaN,NaN,NaN,NaN,NaN,0.815258,0.939194,0.361968,0.910944,0.878242,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,2.000000,33.000000,5.000000,2.000000,48.000000,40.000000,NaN,NaN,41.000000,33.000000,46.000000,49.000000,50.000000,NaN,NaN,NaN,NaN,NaN,2.000000,2.000000,1.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,NaN,0.767539,2.476575,3.050115,3.545749,2.418075,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,2.000000,34.000000,10.000000,3.000000,70.000000,40.000000,NaN,NaN,90.000000,41.000000,58.000000,62.000000,80.000000,81.000000,57.000000,86.000000,61.000000,72.000000,1.000000,2.000000,2.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.962121,0.432206,0.627974,2.079390,3.316648,0.744011,0.422335,2.681674,1.055214,2.431917
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,2.000000,35.000000,10.000000,1.000000,32.000000,40.000000,NaN,NaN,49.000000,33.000000,30.000000,41.000000,39.000000,36.000000,40.000000,39.000000,29.000000,35.000000,1.000000,2.000000,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.847093,0.474669,0.578182,4.560077,7.094826,4.484791,0.815121,0.425783,1.132081,2.769520
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,2.000000,36.000000,5.000000,2.000000,64.000000,60.000000,NaN,NaN,59.000000,70.000000,53.000000,60.000000,79.000000,NaN,NaN,NaN,NaN,NaN,2.000000,1.000000,2.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,NaN,0.667355,0.356479,0.410523,1.111350,1.901539,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,2.000000,37.000000,10.000000,2.000000,40.000000,44.000000,NaN,NaN,50.000000,43.000000,47.000000,51.000000,31.000000,39.000000,43.000000,46.000000,30.000000,32.000000,2.000000,2.000000,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.651960,0.742675,0.693023,0.869139,9.637499,0.489404,2.882505,2.382580,1.104838,0.494720
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,2.000000,38.000000,5.000000,3.000000,40.000000,28.000000,NaN,NaN,30.000000,38.000000,22.000000,28.000000,27.000000,NaN,NaN,NaN,NaN,NaN,2.000000,2.000000,2.000000,1.000000,2.000000,NaN,NaN,NaN,NaN,NaN,0.631040,0.434143,0.781292,1.433416,3.532199,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,2.000000,39.000000,5.000000,1.000000,52.000000,40.000000,NaN,NaN,52.000000,59.000000,54.000000,40.000000,48.000000,NaN,NaN,NaN,NaN,NaN,1.000000,1.000000,1.000000,2.000000,1.000000,NaN,NaN,NaN,NaN,NaN,0.741810,0.588407,0.561312,1.199688,1.313865,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,2.000000,40.000000,5.000000,3.000000,68.000000,60.000000,NaN,NaN,55.000000,66.000000,53.000000,74.000000,72.000000,NaN,NaN,NaN,NaN,NaN,2.000000,2.000000,2.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,NaN,0.616072,1.068794,1.750369,0.738616,5.342916,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,2.000000,41.000000,10.000000,2.000000,40.000000,60.000000,NaN,NaN,64.000000,59.000000,46.000000,33.000000,71.000000,64.000000,73.000000,44.000000,44.000000,62.000000,2.000000,2.000000,1.000000,1.000000,2.000000,2.000000,2.000000,2.000000,1.000000,2.000000,0.583104,0.300618,0.508771,2.563719,3.878499,0.880925,1.002130,0.941109,3.899735,2.373559
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,2.000000,42.000000,10.000000,3.000000,60.000000,80.000000,NaN,NaN,99.000000,76.000000,65.000000,72.000000,91.000000,72.000000,82.000000,75.000000,84.000000,80.000000,2.000000,2.000000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,0.581978,0.444544,0.414560,0.473859,1.212013,0.541008,0.420784,0.766943,0.452113,0.972864
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,2.000000,43.000000,5.000000,1.000000,56.000000,60.000000,NaN,NaN,80.000000,51.000000,68.000000,77.000000,47.000000,NaN,NaN,NaN,NaN,NaN,1.000000,1.000000,2.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,NaN,0.786020,0.414627,1.018162,0.782034,4.137640,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,2.000000,44.000000,5.000000,2.000000,40.000000,52.000000,NaN,NaN,47.000000,52.000000,22.000000,45.000000,49.000000,NaN,NaN,NaN,NaN,NaN,2.000000,1.000000,1.000000,2.000000,2.000000,NaN,NaN,NaN,NaN,NaN,0.563676,0.529117,0.488378,0.936760,6.046165,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,2.000000,45.000000,10.000000,2.000000,60.000000,48.000000,NaN,NaN,53.000000,49.000000,52.000000,53.000000,52.000000,75.000000,57.000000,48.000000,55.000000,67.000000,1.000000,2.000000,1.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.575912,0.380374,0.328965,0.737615,7.654583,0.725356,0.500088,0.779610,0.504498,0.423337
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,2.000000,46.000000,5.000000,2.000000,80.000000,60.000000,NaN,NaN,81.000000,66.000000,63.000000,90.000000,75.000000,NaN,NaN,NaN,NaN,NaN,1.000000,2.000000,2.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,NaN,2.033729,0.586858,0.577074,0.932652,0.612291,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,2.000000,47.000000,5.000000,2.000000,40.000000,10.000000,NaN,NaN,3.000000,34.000000,51.000000,8.000000,45.000000,NaN,NaN,NaN,NaN,NaN,2.000000,1.000000,1.000000,2.000000,1.000000,NaN,NaN,NaN,NaN,NaN,0.653950,0.457143,0.404025,0.623966,4.049721,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,2.000000,48.000000,5.000000,2.000000,36.000000,40.000000,NaN,NaN,50.000000,51.000000,28.000000,38.000000,51.000000,NaN,NaN,NaN,NaN,NaN,2.000000,2.000000,1.000000,1.000000,2.000000,NaN,NaN,NaN,NaN,NaN,0.470244,0.440763,0.418619,0.422373,1.538841,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,2.000000,49.000000,10.000000,2.000000,40.000000,60.000000,NaN,NaN,62.000000,48.000000,58.000000,47.000000,73.000000,82.000000,62.000000,54.000000,66.000000,49.000000,2.000000,1.000000,2.000000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,0.566982,0.491587,0.293327,0.438424,1.040417,0.346852,0.240200,0.292014,0.755645,1.794131
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,2.000000,50.000000,10.000000,2.000000,40.000000,48.000000,NaN,NaN,44.000000,52.000000,51.000000,65.000000,47.000000,49.000000,43.000000,55.000000,41.000000,44.000000,2.000000,1.000000,1.000000,2.000000,1.000000,2.000000,2.000000,1.000000,1.000000,2.000000,0.642745,0.846102,0.902780,1.007232,2.041387,4.217288,0.559376,4.348440,1.916629,1.073298
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,2.000000,51.000000,5.000000,3.000000,52.000000,60.000000,NaN,NaN,58.000000,58.000000,57.000000,64.000000,52.000000,NaN,NaN,NaN,NaN,NaN,1.000000,2.000000,2.000000,2.000000,2.000000,NaN,NaN,NaN,NaN,NaN,0.810090,0.348618,0.858167,0.821096,2.879202,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,2.000000,52.000000,10.000000,2.000000,40.000000,10.000000,NaN,NaN,54.000000,15.000000,1.000000,44.000000,50.000000,44.000000,43.000000,36.000000,38.000000,4.000000,1.000000,2.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,2.000000,0.587384,0.288031,0.554140,0.488838,2.417010,0.416535,1.348561,0.456416,1.171008,1.973735
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,2.000000,53.000000,5.000000,2.000000,80.000000,60.000000,NaN,NaN,64.000000,81.000000,78.000000,58.000000,80.000000,NaN,NaN,NaN,NaN,NaN,2.000000,1.000000,1.000000,2.000000,1.000000,NaN,NaN,NaN,NaN,NaN,0.696610,0.744608,1.935469,2.690784,0.903561,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,2.000000,54.000000,5.000000,2.000000,40.000000,48.000000,NaN,NaN,26.000000,21.000000,43.000000,43.000000,53.000000,NaN,NaN,NaN,NaN,NaN,1.000000,1.000000,2.000000,2.000000,2.000000,NaN,NaN,NaN,NaN,NaN,0.575143,0.419140,0.551923,0.486465,0.607316,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,2.000000,55.000000,5.000000,3.000000,60.000000,30.000000,NaN,NaN,79.000000,16.000000,28.000000,36.000000,58.000000,NaN,NaN,NaN,NaN,NaN,1.000000,2.000000,2.000000,2.000000,1.000000,NaN,NaN,NaN,NaN,NaN,0.515091,0.450753,0.499960,0.468342,0.445543,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,2.000000,56.000000,5.000000,2.000000,60.000000,90.000000,NaN,NaN,97.000000,69.000000,90.000000,42.000000,99.000000,NaN,NaN,NaN,NaN,NaN,2.000000,1.000000,2.000000,1.000000,2.000000,NaN,NaN,NaN,NaN,NaN,0.480670,0.441642,0.259887,0.414769,0.602317,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,2.000000,57.000000,5.000000,2.000000,64.000000,60.000000,NaN,NaN,64.000000,63.000000,57.000000,71.000000,67.000000,NaN,NaN,NaN,NaN,NaN,2.000000,1.000000,2.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,NaN,0.877426,0.582572,0.314144,0.898321,1.986938,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,2.000000,58.000000,5.000000,2.000000,40.000000,28.000000,NaN,NaN,41.000000,47.000000,26.000000,30.000000,44.000000,NaN,NaN,NaN,NaN,NaN,1.000000,1.000000,2.000000,2.000000,1.000000,NaN,NaN,NaN,NaN,NaN,0.533586,0.396036,0.368984,0.311648,0.599205,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,2.000000,59.000000,10.000000,1.000000,60.000000,80.000000,NaN,NaN,64.000000,74.000000,97.000000,67.000000,84.000000,80.000000,74.000000,83.000000,74.000000,87.000000,1.000000,1.000000,2.000000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,0.633765,0.317770,0.532725,0.644001,3.509986,0.370227,0.334769,0.493060,0.293069,0.285166
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,2.000000,60.000000,5.000000,2.000000,60.000000,52.000000,NaN,NaN,52.000000,41.000000,41.000000,69.000000,61.000000,NaN,NaN,NaN,NaN,NaN,2.000000,1.000000,2.000000,1.000000,1.000000,NaN,NaN,NaN,NaN,NaN,0.541504,0.467744,0.357380,0.827662,1.852625,NaN,NaN,NaN,NaN,NaN
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,3.000000,61.000000,10.000000,1.000000,40.000000,36.000000,NaN,NaN,37.000000,38.000000,24.000000,52.000000,42.000000,37.000000,30.000000,40.000000,32.000000,34.000000,1.000000,2.000000,1.000000,1.000000,2.000000,2.000000,2.000000,1.000000,1.000000,2.000000,2.000397,0.314567,0.610326,0.381704,10.433811,15.365142,1.466703,0.466932,4.426648,1.167371
SZcontrols,EE_063808_date_20160217T165725.mat,50.000000,0.000000,1.000000,3.000000,62.000000,10.000000,3.000000,48.000000,60.000000,NaN,NaN,53.000000,52.000000,58.000000,56.000000,57.000000,64.000000,59.000000,55.000000,56.000000,49.000000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,0.691155,0.411770,0.512264,1.528593,6.133948,1.954298,0.421778,0.402733,0.620909,1.999242
