subject,age,gender,block,value_option0,value_option1,uncertainty,trial,reward,RT,choice,forced,mask,horizon
1002.0,26,1,50,40,28,0,8,37,0.050167,0,0,0,6
1002.0,26,0,50,40,28,0,9,47,0.033538,0,0,0,6
1002.0,26,1,50,40,28,0,9,47,0.100548,0,0,0,6
1002.0,26,0,51,56,60,1,0,69,-99.0,1,1,1,6
1002.0,26,1,51,56,60,1,0,69,-99.0,1,1,1,6
1002.0,26,0,51,56,60,1,1,58,-99.0,1,1,1,6
1002.0,26,1,51,56,60,1,1,58,-99.0,1,1,1,6
1002.0,26,0,51,56,60,1,2,59,-99.0,0,1,1,6
1002.0,26,1,51,56,60,1,2,59,-99.0,0,1,1,6
1002.0,26,0,51,56,60,1,3,64,-99.0,1,1,1,6
1002.0,26,1,51,56,60,1,3,64,-99.0,1,1,1,6
1002.0,26,0,51,56,60,1,4,44,0.383884,1,0,0,6
1002.0,26,1,51,56,60,1,4,62,0.46683,0,0,0,6
1002.0,26,0,51,56,60,1,5,65,0.233765,0,0,0,6
1002.0,26,1,51,56,60,1,5,60,0.084044,1,0,0,6
1002.0,26,0,51,56,60,1,6,62,0.234117,0,0,0,6
1002.0,26,1,51,56,60,1,6,72,0.518654,1,0,0,6
1002.0,26,0,51,56,60,1,7,55,0.233121,1,0,0,6
1002.0,26,1,51,56,60,1,7,55,0.067112,1,0,0,6
1002.0,26,0,51,56,60,1,8,53,0.217116,0,0,0,6
1002.0,26,1,51,56,60,1,8,52,0.167098,1,0,0,6
1002.0,26,0,51,56,60,1,9,52,0.233427,0,0,0,6
1002.0,26,1,51,56,60,1,9,69,0.033745,1,0,0,6
1002.0,26,0,52,40,36,-1,0,49,-99.0,0,1,1,6
1002.0,26,1,52,40,36,-1,0,49,-99.0,0,1,1,6
1002.0,26,0,52,40,36,-1,1,43,-99.0,1,1,1,6
1002.0,26,1,52,40,36,-1,1,43,-99.0,1,1,1,6
1002.0,26,0,52,40,36,-1,2,60,-99.0,0,1,1,6
1002.0,26,1,52,40,36,-1,2,60,-99.0,0,1,1,6
1002.0,26,0,52,40,36,-1,3,60,-99.0,0,1,1,6
1002.0,26,1,52,40,36,-1,3,60,-99.0,0,1,1,6
1002.0,26,0,52,40,36,-1,4,53,0.200328,0,0,0,6
1002.0,26,1,52,40,36,-1,4,45,0.317242,1,0,0,6
1002.0,26,0,52,40,36,-1,5,59,0.03371,1,0,0,6
1002.0,26,1,52,40,36,-1,5,60,0.150187,0,0,0,6
1002.0,26,0,52,40,36,-1,6,71,0.334114,0,0,0,6
1002.0,26,1,52,40,36,-1,6,71,0.267226,0,0,0,6
1002.0,26,0,52,40,36,-1,7,60,0.216515,0,0,0,6
1002.0,26,1,52,40,36,-1,7,60,0.283733,0,0,0,6
1002.0,26,0,52,40,36,-1,8,58,0.300403,0,0,0,6
1002.0,26,1,52,40,36,-1,8,58,0.050345,0,0,0,6
1002.0,26,0,52,40,36,-1,9,76,0.167159,0,0,0,6
1002.0,26,1,52,40,36,-1,9,76,0.117246,0,0,0,6
1002.0,26,0,53,40,60,-1,0,36,-99.0,0,1,1,1
1002.0,26,1,53,40,60,-1,0,36,-99.0,0,1,1,1
1002.0,26,0,53,40,60,-1,1,42,-99.0,0,1,1,1
1002.0,26,1,53,40,60,-1,1,42,-99.0,0,1,1,1
1002.0,26,0,53,40,60,-1,2,36,-99.0,0,1,1,1
1002.0,26,1,53,40,60,-1,2,36,-99.0,0,1,1,1
1002.0,26,0,53,40,60,-1,3,59,-99.0,1,1,1,1
1002.0,26,1,53,40,60,-1,3,59,-99.0,1,1,1,1
1002.0,26,0,53,40,60,-1,4,75,0.166981,1,0,0,1
1002.0,26,1,53,40,60,-1,4,75,0.950996,1,0,0,1
1002.0,26,0,54,56,60,-1,0,64,-99.0,0,1,1,6
1002.0,26,1,54,56,60,-1,0,64,-99.0,0,1,1,6
1002.0,26,0,54,56,60,-1,1,57,-99.0,0,1,1,6
1002.0,26,1,54,56,60,-1,1,57,-99.0,0,1,1,6
1002.0,26,0,54,56,60,-1,2,66,-99.0,1,1,1,6
1002.0,26,1,54,56,60,-1,2,66,-99.0,1,1,1,6
1002.0,26,0,54,56,60,-1,3,67,-99.0,0,1,1,6
1002.0,26,1,54,56,60,-1,3,67,-99.0,0,1,1,6
1002.0,26,0,54,56,60,-1,4,60,0.31715,1,0,0,6
1002.0,26,1,54,56,60,-1,4,60,0.050405,1,0,0,6
1002.0,26,0,54,56,60,-1,5,57,0.983651,0,0,0,6
1002.0,26,1,54,56,60,-1,5,57,0.167212,0,0,0,6
1002.0,26,0,54,56,60,-1,6,73,0.234281,1,0,0,6
1002.0,26,1,54,56,60,-1,6,46,0.050384,0,0,0,6
1002.0,26,0,54,56,60,-1,7,56,0.200355,1,0,0,6
1002.0,26,1,54,56,60,-1,7,56,0.267121,1,0,0,6
1002.0,26,0,54,56,60,-1,8,60,0.317172,1,0,0,6
1002.0,26,1,54,56,60,-1,8,60,0.050391,1,0,0,6
1002.0,26,0,54,56,60,-1,9,73,0.150468,1,0,0,6
1002.0,26,1,54,56,60,-1,9,73,0.233236,1,0,0,6
1002.0,26,0,55,20,40,-1,0,19,-99.0,0,1,1,1
1002.0,26,1,55,20,40,-1,0,19,-99.0,0,1,1,1
1002.0,26,0,55,20,40,-1,1,25,-99.0,0,1,1,1
1002.0,26,1,55,20,40,-1,1,25,-99.0,0,1,1,1
1002.0,26,0,55,20,40,-1,2,17,-99.0,0,1,1,1
1002.0,26,1,55,20,40,-1,2,17,-99.0,0,1,1,1
1002.0,26,0,55,20,40,-1,3,40,-99.0,1,1,1,1
1002.0,26,1,55,20,40,-1,3,40,-99.0,1,1,1,1
1002.0,26,0,55,20,40,-1,4,44,0.400425,1,0,0,1
1002.0,26,1,55,20,40,-1,4,44,0.232479,1,0,0,1
1002.0,26,0,56,60,52,1,0,52,-99.0,1,1,1,6
1002.0,26,1,56,60,52,1,0,52,-99.0,1,1,1,6
1002.0,26,0,56,60,52,1,1,67,-99.0,0,1,1,6
1002.0,26,1,56,60,52,1,1,67,-99.0,0,1,1,6
1002.0,26,0,56,60,52,1,2,49,-99.0,1,1,1,6
1002.0,26,1,56,60,52,1,2,49,-99.0,1,1,1,6
1002.0,26,0,56,60,52,1,3,51,-99.0,1,1,1,6
1002.0,26,1,56,60,52,1,3,51,-99.0,1,1,1,6
1002.0,26,0,56,60,52,1,4,71,0.03367,0,0,0,6
1002.0,26,1,56,60,52,1,4,71,0.183503,0,0,0,6
1002.0,26,0,56,60,52,1,5,44,0.600335,1,0,0,6
1002.0,26,1,56,60,52,1,5,55,0.350524,0,0,0,6
1002.0,26,0,56,60,52,1,6,70,0.017183,0,0,0,6
1002.0,26,1,56,60,52,1,6,70,0.016941,0,0,0,6
1002.0,26,0,56,60,52,1,7,54,0.232464,0,0,0,6
1002.0,26,1,56,60,52,1,7,54,0.283804,0,0,0,6
1002.0,26,0,56,60,52,1,8,52,0.133807,0,0,0,6
1002.0,26,1,56,60,52,1,8,52,0.250152,0,0,0,6
1002.0,26,0,56,60,52,1,9,54,0.183798,0,0,0,6
1002.0,26,1,56,60,52,1,9,54,0.183724,0,0,0,6
1002.0,26,0,57,32,40,-1,0,39,-99.0,0,1,1,6
1002.0,26,1,57,32,40,-1,0,39,-99.0,0,1,1,6
1002.0,26,0,57,32,40,-1,1,38,-99.0,1,1,1,6
1002.0,26,1,57,32,40,-1,1,38,-99.0,1,1,1,6
1002.0,26,0,57,32,40,-1,2,21,-99.0,0,1,1,6
1002.0,26,1,57,32,40,-1,2,21,-99.0,0,1,1,6
1002.0,26,0,57,32,40,-1,3,26,-99.0,0,1,1,6
1002.0,26,1,57,32,40,-1,3,26,-99.0,0,1,1,6
1002.0,26,0,57,32,40,-1,4,36,0.666932,1,0,0,6
1002.0,26,1,57,32,40,-1,4,36,0.733795,1,0,0,6
1002.0,26,0,57,32,40,-1,5,8,0.350148,0,0,0,6
1002.0,26,1,57,32,40,-1,5,38,0.133832,1,0,0,6
1002.0,26,0,57,32,40,-1,6,40,0.133946,1,0,0,6
1002.0,26,1,57,32,40,-1,6,40,0.050189,1,0,0,6
1002.0,26,0,57,32,40,-1,7,30,0.134332,1,0,0,6
1002.0,26,1,57,32,40,-1,7,30,0.033723,1,0,0,6
1002.0,26,0,57,32,40,-1,8,42,0.200345,1,0,0,6
1002.0,26,1,57,32,40,-1,8,42,0.232883,1,0,0,6
1002.0,26,0,57,32,40,-1,9,38,0.017106,1,0,0,6
1002.0,26,1,57,32,40,-1,9,38,0.250417,1,0,0,6
1002.0,26,0,58,40,20,0,0,39,-99.0,0,1,1,1
1002.0,26,1,58,40,20,0,0,39,-99.0,0,1,1,1
1002.0,26,0,58,40,20,0,1,14,-99.0,1,1,1,1
1002.0,26,1,58,40,20,0,1,14,-99.0,1,1,1,1
1002.0,26,0,58,40,20,0,2,34,-99.0,0,1,1,1
1002.0,26,1,58,40,20,0,2,34,-99.0,0,1,1,1
1002.0,26,0,58,40,20,0,3,14,-99.0,1,1,1,1
1002.0,26,1,58,40,20,0,3,14,-99.0,1,1,1,1
1002.0,26,0,58,40,20,0,4,37,0.483704,0,0,0,1
1002.0,26,1,58,40,20,0,4,37,0.067448,0,0,0,1
1002.0,26,0,59,60,56,-1,0,67,-99.0,1,1,1,1
1002.0,26,1,59,60,56,-1,0,67,-99.0,1,1,1,1
1002.0,26,0,59,60,56,-1,1,52,-99.0,0,1,1,1
1002.0,26,1,59,60,56,-1,1,52,-99.0,0,1,1,1
1002.0,26,0,59,60,56,-1,2,54,-99.0,0,1,1,1
1002.0,26,1,59,60,56,-1,2,54,-99.0,0,1,1,1
1002.0,26,0,59,60,56,-1,3,62,-99.0,0,1,1,1
1002.0,26,1,59,60,56,-1,3,62,-99.0,0,1,1,1
1002.0,26,0,59,60,56,-1,4,58,0.633694,0,0,0,1
1002.0,26,1,59,60,56,-1,4,58,0.598842,0,0,0,1
1002.0,26,0,60,40,32,0,0,31,-99.0,1,1,1,6
1002.0,26,1,60,40,32,0,0,31,-99.0,1,1,1,6
1002.0,26,0,60,40,32,0,1,23,-99.0,1,1,1,6
1002.0,26,1,60,40,32,0,1,23,-99.0,1,1,1,6
1002.0,26,0,60,40,32,0,2,34,-99.0,0,1,1,6
1002.0,26,1,60,40,32,0,2,34,-99.0,0,1,1,6
1002.0,26,0,60,40,32,0,3,47,-99.0,0,1,1,6
1002.0,26,1,60,40,32,0,3,47,-99.0,0,1,1,6
1002.0,26,0,60,40,32,0,4,49,0.632531,0,0,0,6
1002.0,26,1,60,40,32,0,4,49,0.250783,0,0,0,6
1002.0,26,0,60,40,32,0,5,31,0.150321,1,0,0,6
1002.0,26,1,60,40,32,0,5,35,0.400258,0,0,0,6
1002.0,26,0,60,40,32,0,6,48,0.267325,0,0,0,6
1002.0,26,1,60,40,32,0,6,48,0.267087,0,0,0,6
1002.0,26,0,60,40,32,0,7,38,0.250595,1,0,0,6
1002.0,26,1,60,40,32,0,7,29,0.166738,0,0,0,6
1002.0,26,0,60,40,32,0,8,43,0.017702,0,0,0,6
1002.0,26,1,60,40,32,0,8,43,0.016985,0,0,0,6
1002.0,26,0,60,40,32,0,9,46,0.300477,0,0,0,6
1002.0,26,1,60,40,32,0,9,46,0.217032,0,0,0,6
1002.0,26,0,61,28,40,0,0,20,-99.0,0,1,1,1
1002.0,26,1,61,28,40,0,0,20,-99.0,0,1,1,1
1002.0,26,0,61,28,40,0,1,41,-99.0,1,1,1,1
1002.0,26,1,61,28,40,0,1,41,-99.0,1,1,1,1
1002.0,26,0,61,28,40,0,2,45,-99.0,1,1,1,1
1002.0,26,1,61,28,40,0,2,45,-99.0,1,1,1,1
1002.0,26,0,61,28,40,0,3,33,-99.0,0,1,1,1
1002.0,26,1,61,28,40,0,3,33,-99.0,0,1,1,1
1002.0,26,0,61,28,40,0,4,37,1.283441,0,0,0,1
1002.0,26,1,61,28,40,0,4,43,0.266996,1,0,0,1
1002.0,26,0,62,56,60,-1,0,65,-99.0,0,1,1,1
1002.0,26,1,62,56,60,-1,0,65,-99.0,0,1,1,1
1002.0,26,0,62,56,60,-1,1,70,-99.0,1,1,1,1
1002.0,26,1,62,56,60,-1,1,70,-99.0,1,1,1,1
1002.0,26,0,62,56,60,-1,2,55,-99.0,0,1,1,1
1002.0,26,1,62,56,60,-1,2,55,-99.0,0,1,1,1
1002.0,26,0,62,56,60,-1,3,63,-99.0,0,1,1,1
1002.0,26,1,62,56,60,-1,3,63,-99.0,0,1,1,1
1002.0,26,0,62,56,60,-1,4,41,0.317661,0,0,0,1
1002.0,26,1,62,56,60,-1,4,64,0.334448,1,0,0,1
1002.0,26,0,63,60,48,0,0,48,-99.0,1,1,1,1
1002.0,26,1,63,60,48,0,0,48,-99.0,1,1,1,1
1002.0,26,0,63,60,48,0,1,60,-99.0,0,1,1,1
1002.0,26,1,63,60,48,0,1,60,-99.0,0,1,1,1
1002.0,26,0,63,60,48,0,2,49,-99.0,1,1,1,1
1002.0,26,1,63,60,48,0,2,49,-99.0,1,1,1,1
1002.0,26,0,63,60,48,0,3,63,-99.0,0,1,1,1
1002.0,26,1,63,60,48,0,3,63,-99.0,0,1,1,1
1002.0,26,0,63,60,48,0,4,56,0.367017,0,0,0,1
1002.0,26,1,63,60,48,0,4,56,0.133173,0,0,0,1
1002.0,26,0,64,40,20,0,0,38,-99.0,0,1,1,1
1002.0,26,1,64,40,20,0,0,38,-99.0,0,1,1,1
1002.0,26,0,64,40,20,0,1,20,-99.0,1,1,1,1
1002.0,26,1,64,40,20,0,1,20,-99.0,1,1,1,1
1002.0,26,0,64,40,20,0,2,19,-99.0,1,1,1,1
1002.0,26,1,64,40,20,0,2,19,-99.0,1,1,1,1
1002.0,26,0,64,40,20,0,3,27,-99.0,0,1,1,1
1002.0,26,1,64,40,20,0,3,27,-99.0,0,1,1,1
1002.0,26,0,64,40,20,0,4,41,0.267053,0,0,0,1
1002.0,26,1,64,40,20,0,4,41,0.050406,0,0,0,1
1002.0,26,0,65,40,60,0,0,46,-99.0,0,1,1,6
1002.0,26,1,65,40,60,0,0,46,-99.0,0,1,1,6
1002.0,26,0,65,40,60,0,1,57,-99.0,1,1,1,6
1002.0,26,1,65,40,60,0,1,57,-99.0,1,1,1,6
1002.0,26,0,65,40,60,0,2,38,-99.0,0,1,1,6
1002.0,26,1,65,40,60,0,2,38,-99.0,0,1,1,6
1002.0,26,0,65,40,60,0,3,64,-99.0,1,1,1,6
1002.0,26,1,65,40,60,0,3,64,-99.0,1,1,1,6
1002.0,26,0,65,40,60,0,4,55,0.167233,1,0,0,6
1002.0,26,1,65,40,60,0,4,55,0.0502,1,0,0,6
1002.0,26,0,65,40,60,0,5,38,0.650419,0,0,0,6
1002.0,26,1,65,40,60,0,5,58,0.367021,1,0,0,6
1002.0,26,0,65,40,60,0,6,52,0.150779,1,0,0,6
1002.0,26,1,65,40,60,0,6,52,0.033532,1,0,0,6
1002.0,26,0,65,40,60,0,7,71,0.083958,1,0,0,6
1002.0,26,1,65,40,60,0,7,71,0.333879,1,0,0,6
1002.0,26,0,65,40,60,0,8,57,0.066761,1,0,0,6
1002.0,26,1,65,40,60,0,8,57,0.083824,1,0,0,6
1002.0,26,0,65,40,60,0,9,51,0.033783,1,0,0,6
1002.0,26,1,65,40,60,0,9,51,0.083757,1,0,0,6
1002.0,26,0,66,40,28,-1,0,37,-99.0,0,1,1,6
1002.0,26,1,66,40,28,-1,0,37,-99.0,0,1,1,6
1002.0,26,0,66,40,28,-1,1,26,-99.0,1,1,1,6
1002.0,26,1,66,40,28,-1,1,26,-99.0,1,1,1,6
1002.0,26,0,66,40,28,-1,2,19,-99.0,0,1,1,6
1002.0,26,1,66,40,28,-1,2,19,-99.0,0,1,1,6
1002.0,26,0,66,40,28,-1,3,54,-99.0,0,1,1,6
1002.0,26,1,66,40,28,-1,3,54,-99.0,0,1,1,6
1002.0,26,0,66,40,28,-1,4,31,0.500285,1,0,0,6
1002.0,26,1,66,40,28,-1,4,31,0.250206,1,0,0,6
1002.0,26,0,66,40,28,-1,5,38,0.850195,0,0,0,6
1002.0,26,1,66,40,28,-1,5,38,0.46685,0,0,0,6
1002.0,26,0,66,40,28,-1,6,17,0.25109,1,0,0,6
1002.0,26,1,66,40,28,-1,6,31,0.468309,0,0,0,6
1002.0,26,0,66,40,28,-1,7,46,0.033778,0,0,0,6
1002.0,26,1,66,40,28,-1,7,46,0.249998,0,0,0,6
1002.0,26,0,66,40,28,-1,8,42,0.100698,0,0,0,6
1002.0,26,1,66,40,28,-1,8,42,0.25019,0,0,0,6
1002.0,26,0,66,40,28,-1,9,33,0.183663,0,0,0,6
1002.0,26,1,66,40,28,-1,9,33,0.017092,0,0,0,6
1002.0,26,0,67,28,40,0,0,18,-99.0,0,1,1,1
1002.0,26,1,67,28,40,0,0,18,-99.0,0,1,1,1
1002.0,26,0,67,28,40,0,1,30,-99.0,0,1,1,1
1002.0,26,1,67,28,40,0,1,30,-99.0,0,1,1,1
1002.0,26,0,67,28,40,0,2,36,-99.0,1,1,1,1
1002.0,26,1,67,28,40,0,2,36,-99.0,1,1,1,1
1002.0,26,0,67,28,40,0,3,47,-99.0,1,1,1,1
1002.0,26,1,67,28,40,0,3,47,-99.0,1,1,1,1
1002.0,26,0,67,28,40,0,4,42,2.268539,1,0,0,1
1002.0,26,1,67,28,40,0,4,42,0.200415,1,0,0,1
1002.0,26,0,68,40,36,1,0,40,-99.0,1,1,1,1
1002.0,26,1,68,40,36,1,0,40,-99.0,1,1,1,1
1002.0,26,0,68,40,36,1,1,36,-99.0,1,1,1,1
1002.0,26,1,68,40,36,1,1,36,-99.0,1,1,1,1
1002.0,26,0,68,40,36,1,2,36,-99.0,1,1,1,1
1002.0,26,1,68,40,36,1,2,36,-99.0,1,1,1,1
1002.0,26,0,68,40,36,1,3,25,-99.0,0,1,1,1
1002.0,26,1,68,40,36,1,3,25,-99.0,0,1,1,1
1002.0,26,0,68,40,36,1,4,40,0.433757,1,0,0,1
1002.0,26,1,68,40,36,1,4,40,0.433762,1,0,0,1
1002.0,26,0,69,40,28,1,0,36,-99.0,1,1,1,6
1002.0,26,1,69,40,28,1,0,36,-99.0,1,1,1,6
1002.0,26,0,69,40,28,1,1,11,-99.0,1,1,1,6
1002.0,26,1,69,40,28,1,1,11,-99.0,1,1,1,6
1002.0,26,0,69,40,28,1,2,17,-99.0,1,1,1,6
1002.0,26,1,69,40,28,1,2,17,-99.0,1,1,1,6
1002.0,26,0,69,40,28,1,3,32,-99.0,0,1,1,6
1002.0,26,1,69,40,28,1,3,32,-99.0,0,1,1,6
1002.0,26,0,69,40,28,1,4,47,0.250393,0,0,0,6
1002.0,26,1,69,40,28,1,4,47,1.250139,0,0,0,6
1002.0,26,0,69,40,28,1,5,30,0.183883,0,0,0,6
1002.0,26,1,69,40,28,1,5,30,0.067091,0,0,0,6
1002.0,26,0,69,40,28,1,6,34,0.051101,1,0,0,6
1002.0,26,1,69,40,28,1,6,28,0.033916,0,0,0,6
1002.0,26,0,69,40,28,1,7,41,0.217118,0,0,0,6
1002.0,26,1,69,40,28,1,7,41,0.167095,0,0,0,6
1002.0,26,0,69,40,28,1,8,43,0.016765,0,0,0,6
1002.0,26,1,69,40,28,1,8,43,0.266982,0,0,0,6
1002.0,26,0,69,40,28,1,9,44,0.150701,0,0,0,6
1002.0,26,1,69,40,28,1,9,44,0.01709,0,0,0,6
1002.0,26,0,70,40,36,0,0,32,-99.0,1,1,1,6
1002.0,26,1,70,40,36,0,0,32,-99.0,1,1,1,6
1002.0,26,0,70,40,36,0,1,48,-99.0,0,1,1,6
1002.0,26,1,70,40,36,0,1,48,-99.0,0,1,1,6
1002.0,26,0,70,40,36,0,2,42,-99.0,0,1,1,6
1002.0,26,1,70,40,36,0,2,42,-99.0,0,1,1,6
1002.0,26,0,70,40,36,0,3,26,-99.0,1,1,1,6
1002.0,26,1,70,40,36,0,3,26,-99.0,1,1,1,6
1002.0,26,0,70,40,36,0,4,33,0.217121,0,0,0,6
1002.0,26,1,70,40,36,0,4,33,0.066947,0,0,0,6
1002.0,26,0,70,40,36,0,5,33,0.300607,1,0,0,6
1002.0,26,1,70,40,36,0,5,42,0.283706,0,0,0,6
1002.0,26,0,70,40,36,0,6,28,0.19995,0,0,0,6
1002.0,26,1,70,40,36,0,6,28,0.067232,0,0,0,6
1002.0,26,0,70,40,36,0,7,35,0.150414,1,0,0,6
1002.0,26,1,70,40,36,0,7,42,0.033843,0,0,0,6
1002.0,26,0,70,40,36,0,8,40,0.100223,0,0,0,6
1002.0,26,1,70,40,36,0,8,40,0.333959,0,0,0,6
1002.0,26,0,70,40,36,0,9,41,0.133674,0,0,0,6
1002.0,26,1,70,40,36,0,9,41,0.100658,0,0,0,6
1002.0,26,0,71,40,36,-1,0,38,-99.0,0,1,1,6
1002.0,26,1,71,40,36,-1,0,38,-99.0,0,1,1,6
1002.0,26,0,71,40,36,-1,1,30,-99.0,0,1,1,6
1002.0,26,1,71,40,36,-1,1,30,-99.0,0,1,1,6
1002.0,26,0,71,40,36,-1,2,38,-99.0,0,1,1,6
1002.0,26,1,71,40,36,-1,2,38,-99.0,0,1,1,6
1002.0,26,0,71,40,36,-1,3,36,-99.0,1,1,1,6
1002.0,26,1,71,40,36,-1,3,36,-99.0,1,1,1,6
1002.0,26,0,71,40,36,-1,4,46,0.751525,0,0,0,6
1002.0,26,1,71,40,36,-1,4,40,0.300455,1,0,0,6
1002.0,26,0,71,40,36,-1,5,41,0.217509,1,0,0,6
1002.0,26,1,71,40,36,-1,5,41,1.750355,1,0,0,6
1002.0,26,0,71,40,36,-1,6,45,0.150359,0,0,0,6
1002.0,26,1,71,40,36,-1,6,19,0.083785,1,0,0,6
1002.0,26,0,71,40,36,-1,7,33,0.167105,0,0,0,6
1002.0,26,1,71,40,36,-1,7,38,0.050579,1,0,0,6
1002.0,26,0,71,40,36,-1,8,40,0.100755,1,0,0,6
1002.0,26,1,71,40,36,-1,8,40,0.250467,1,0,0,6
1002.0,26,0,71,40,36,-1,9,48,0.150244,0,0,0,6
1002.0,26,1,71,40,36,-1,9,31,0.067142,1,0,0,6
1002.0,26,0,72,52,60,0,0,48,-99.0,1,1,1,6
1002.0,26,1,72,52,60,0,0,48,-99.0,1,1,1,6
1002.0,26,0,72,52,60,0,1,54,-99.0,0,1,1,6
1002.0,26,1,72,52,60,0,1,54,-99.0,0,1,1,6
1002.0,26,0,72,52,60,0,2,69,-99.0,1,1,1,6
1002.0,26,1,72,52,60,0,2,69,-99.0,1,1,1,6
1002.0,26,0,72,52,60,0,3,40,-99.0,0,1,1,6
1002.0,26,1,72,52,60,0,3,40,-99.0,0,1,1,6
1002.0,26,0,72,52,60,0,4,55,0.251252,1,0,0,6
1002.0,26,1,72,52,60,0,4,55,0.316883,1,0,0,6
1002.0,26,0,72,52,60,0,5,68,0.217082,1,0,0,6
1002.0,26,1,72,52,60,0,5,68,0.100399,1,0,0,6
1002.0,26,0,72,52,60,0,6,58,0.217067,1,0,0,6
1002.0,26,1,72,52,60,0,6,58,0.333462,1,0,0,6
1002.0,26,0,72,52,60,0,7,65,0.183826,1,0,0,6
1002.0,26,1,72,52,60,0,7,65,0.23419,1,0,0,6
1002.0,26,0,72,52,60,0,8,62,0.167,1,0,0,6
1002.0,26,1,72,52,60,0,8,62,0.76679,1,0,0,6
1002.0,26,0,72,52,60,0,9,69,0.150436,1,0,0,6
1002.0,26,1,72,52,60,0,9,69,0.10046,1,0,0,6
1002.0,26,0,73,60,40,-1,0,59,-99.0,0,1,1,6
1002.0,26,1,73,60,40,-1,0,59,-99.0,0,1,1,6
1002.0,26,0,73,60,40,-1,1,42,-99.0,1,1,1,6
1002.0,26,1,73,60,40,-1,1,42,-99.0,1,1,1,6
1002.0,26,0,73,60,40,-1,2,56,-99.0,0,1,1,6
1002.0,26,1,73,60,40,-1,2,56,-99.0,0,1,1,6
1002.0,26,0,73,60,40,-1,3,62,-99.0,0,1,1,6
1002.0,26,1,73,60,40,-1,3,62,-99.0,0,1,1,6
1002.0,26,0,73,60,40,-1,4,52,0.299732,0,0,0,6
1002.0,26,1,73,60,40,-1,4,49,1.316817,1,0,0,6
1002.0,26,0,73,60,40,-1,5,47,0.150349,1,0,0,6
1002.0,26,1,73,60,40,-1,5,63,0.201049,0,0,0,6
1002.0,26,0,73,60,40,-1,6,57,0.199942,0,0,0,6
1002.0,26,1,73,60,40,-1,6,57,0.250703,0,0,0,6
1002.0,26,0,73,60,40,-1,7,75,0.167522,0,0,0,6
1002.0,26,1,73,60,40,-1,7,75,0.134024,0,0,0,6
1002.0,26,0,73,60,40,-1,8,50,0.183546,0,0,0,6
1002.0,26,1,73,60,40,-1,8,50,0.283223,0,0,0,6
1002.0,26,0,73,60,40,-1,9,73,0.333861,0,0,0,6
1002.0,26,1,73,60,40,-1,9,73,0.050508,0,0,0,6
1002.0,26,0,74,40,60,1,0,71,-99.0,1,1,1,6
1002.0,26,1,74,40,60,1,0,71,-99.0,1,1,1,6
1002.0,26,0,74,40,60,1,1,51,-99.0,1,1,1,6
1002.0,26,1,74,40,60,1,1,51,-99.0,1,1,1,6
1002.0,26,0,74,40,60,1,2,64,-99.0,1,1,1,6
1002.0,26,1,74,40,60,1,2,64,-99.0,1,1,1,6
1002.0,26,0,74,40,60,1,3,29,-99.0,0,1,1,6
1002.0,26,1,74,40,60,1,3,29,-99.0,0,1,1,6
1002.0,26,0,74,40,60,1,4,58,0.08347,1,0,0,6
1002.0,26,1,74,40,60,1,4,58,0.667311,1,0,0,6
1002.0,26,0,74,40,60,1,5,41,0.100273,0,0,0,6
1002.0,26,1,74,40,60,1,5,63,0.134004,1,0,0,6
1002.0,26,0,74,40,60,1,6,52,0.233771,1,0,0,6
1002.0,26,1,74,40,60,1,6,52,0.383666,1,0,0,6
1002.0,26,0,74,40,60,1,7,46,0.051004,0,0,0,6
1002.0,26,1,74,40,60,1,7,58,0.250302,1,0,0,6
1002.0,26,0,74,40,60,1,8,49,0.183719,1,0,0,6
1002.0,26,1,74,40,60,1,8,49,0.217721,1,0,0,6
1002.0,26,0,74,40,60,1,9,73,0.233988,1,0,0,6
1002.0,26,1,74,40,60,1,9,73,0.033501,1,0,0,6
1002.0,26,0,75,20,40,0,0,47,-99.0,1,1,1,1
1002.0,26,1,75,20,40,0,0,47,-99.0,1,1,1,1
1002.0,26,0,75,20,40,0,1,22,-99.0,0,1,1,1
1002.0,26,1,75,20,40,0,1,22,-99.0,0,1,1,1
1002.0,26,0,75,20,40,0,2,25,-99.0,0,1,1,1
1002.0,26,1,75,20,40,0,2,25,-99.0,0,1,1,1
1002.0,26,0,75,20,40,0,3,52,-99.0,1,1,1,1
1002.0,26,1,75,20,40,0,3,52,-99.0,1,1,1,1
1002.0,26,0,75,20,40,0,4,41,0.200049,1,0,0,1
1002.0,26,1,75,20,40,0,4,41,0.033859,1,0,0,1
1002.0,26,0,76,32,40,0,0,20,-99.0,1,1,1,1
1002.0,26,1,76,32,40,0,0,20,-99.0,1,1,1,1
1002.0,26,0,76,32,40,0,1,37,-99.0,1,1,1,1
1002.0,26,1,76,32,40,0,1,37,-99.0,1,1,1,1
1002.0,26,0,76,32,40,0,2,23,-99.0,0,1,1,1
1002.0,26,1,76,32,40,0,2,23,-99.0,0,1,1,1
1002.0,26,0,76,32,40,0,3,24,-99.0,0,1,1,1
1002.0,26,1,76,32,40,0,3,24,-99.0,0,1,1,1
1002.0,26,0,76,32,40,0,4,28,0.350337,1,0,0,1
1002.0,26,1,76,32,40,0,4,28,0.267196,1,0,0,1
1002.0,26,0,77,60,40,-1,0,48,-99.0,0,1,1,1
1002.0,26,1,77,60,40,-1,0,48,-99.0,0,1,1,1
